"","trial","reaction_time","id","targ_index","scaled_rt"
"165",3445,513,"spoli_c_078",21,0.180566714850969
"166",3451,649,"spoli_c_078",22,1.86448030706115
"167",3472,311,"spoli_c_078",23,-2.32054023828474
"168",3484,576,"spoli_c_078",24,0.960614923007154
"169",3739,466,"spoli_c_088",1,-1.60915141903432
"170",3757,770,"spoli_c_088",2,0.98160560804838
"171",3766,705,"spoli_c_088",3,0.427660848968197
"172",3772,659,"spoli_c_088",4,0.0356384040806827
"173",3784,671,"spoli_c_088",5,0.137905128833947
"174",3805,505,"spoli_c_088",6,-1.27678456358621
"175",3817,689,"spoli_c_088",7,0.291305215963844
"176",3829,561,"spoli_c_088",8,-0.799539848070978
"177",3841,584,"spoli_c_088",9,-0.603528625627221
"178",3850,701,"spoli_c_088",10,0.393571940717109
"179",3856,547,"spoli_c_088",11,-0.918851026949787
"180",3871,505,"spoli_c_088",12,-1.27678456358621
"181",3880,643,"spoli_c_088",13,-0.10071722892367
"182",3898,719,"spoli_c_088",14,0.546972027847006
"183",3907,595,"spoli_c_088",15,-0.509784127936729
"184",3919,NA,"spoli_c_088",16,NA
"185",3940,611,"spoli_c_088",17,-0.373428494932376
"186",3946,775,"spoli_c_088",18,1.02421674336224
"187",3961,657,"spoli_c_088",19,0.0185939499551386
"188",3979,NA,"spoli_c_088",20,NA
"189",3988,735,"spoli_c_088",21,0.683327660851358
"190",3997,721,"spoli_c_088",22,0.56401648197255
"191",4012,581,"spoli_c_088",23,-0.629095306815537
"192",4018,1006,"spoli_c_088",24,2.99285119486258
"193",4279,595,"spoli_c_090",1,1.11180965372557
"194",4285,382,"spoli_c_090",2,-0.171110818413809
"195",4297,295,"spoli_c_090",3,-0.695120588724258
"196",4309,283,"spoli_c_090",4,-0.767397798422251
"197",4321,243,"spoli_c_090",5,-1.00832183074889
"198",4336,446,"spoli_c_090",6,0.21436763330882
"199",4348,232,"spoli_c_090",7,-1.07457593963872
"200",4354,466,"spoli_c_090",8,0.334829649472141
"201",4372,318,"spoli_c_090",9,-0.556589270136438
"202",4378,562,"spoli_c_090",10,0.913047327056085
"203",4393,257,"spoli_c_090",11,-0.923998419434569
"204",4408,833,"spoli_c_090",12,2.54530764606909
"205",4420,415,"spoli_c_090",13,0.0276515082556714
"206",4429,484,"spoli_c_090",14,0.443245464019131
"207",4435,NA,"spoli_c_090",15,NA
"208",4447,358,"spoli_c_090",16,-0.315665237809795
"209",4462,656,"spoli_c_090",17,1.4792188030237
"210",4471,183,"spoli_c_090",18,-1.36970787923886
"211",4486,347,"spoli_c_090",19,-0.381919346699622
"212",4498,298,"spoli_c_090",20,-0.67705128629976
"213",4510,NA,"spoli_c_090",21,NA
"214",4516,601,"spoli_c_090",22,1.14794825857456
"215",4537,242,"spoli_c_090",23,-1.01434493155706
"216",4549,533,"spoli_c_090",24,0.738377403619269
"217",4811,-806,"spoli_c_093",1,-2.24868024770898
"218",4817,540,"spoli_c_093",2,0.392640252692241
"219",4829,521,"spoli_c_093",3,0.355355639387915
"220",4841,1827,"spoli_c_093",4,2.91818221704318
"221",4853,-627,"spoli_c_093",5,-1.89741994342085
"222",4868,521,"spoli_c_093",6,0.355355639387915
"223",4880,409,"spoli_c_093",7,0.135572655699255
"224",4886,599,"spoli_c_093",8,0.508418788742517
"225",4904,355,"spoli_c_093",9,0.0296058599922224
"226",4910,337,"spoli_c_093",10,-0.00571640524345506
"227",4925,365,"spoli_c_093",11,0.0492293406787099
"228",4940,481,"spoli_c_093",12,0.276861716641965
"229",4952,615,"spoli_c_093",13,0.539816357840897
"230",4961,NA,"spoli_c_093",14,NA
"231",4967,318,"spoli_c_093",15,-0.0430010185477813
"232",4979,-335,"spoli_c_093",16,-1.32441430737541
"233",4994,380,"spoli_c_093",17,0.0786645617084412
"234",5003,387,"spoli_c_093",18,0.0924009981889824
"235",5018,234,"spoli_c_093",19,-0.207838256314276
"236",5030,410,"spoli_c_093",20,0.137535003767904
"237",5042,-279,"spoli_c_093",21,-1.21452281553108
"238",5048,533,"spoli_c_093",22,0.3789038162117
