"part_id","hit_before_n","hit_during_n","hit_after_n","miss_n","false_alarm_n","corr_rej_n","hit_n","target","distractors","d_prime","auto_dprime$dprime","sl_aprime","task"
"blast_c_493",0,23,1,0,11,253,24,24,264,Inf,Inf,0.989583333333333,"lsl"
"blast_c_497",0,21,1,2,2,262,22,24,264,3.81173121379292,3.81173121379292,0.976941517885307,"lsl"
"blast_c_498",1,20,1,2,1,263,22,24,264,4.05340901188149,4.05340901188149,0.978054394620243,"lsl"
"blast_c_499",1,22,0,1,5,259,23,24,264,3.80782837135455,3.80782837135455,0.984441527919789,"lsl"
"spoli_c_008",0,21,1,2,0,264,22,24,264,Inf,Inf,0.979166666666667,"lsl"
"spoli_c_030",0,17,4,3,1,263,21,24,264,3.82076426515686,3.82076426515686,0.967548927624973,"lsl"
"spoli_c_049",0,24,0,0,0,264,24,24,264,Inf,Inf,1,"lsl"
"spoli_c_071",7,0,1,16,71,193,8,24,264,0.185296537208688,0.185296537208688,0.570316179934056,"lsl"
"spoli_c_076",1,20,0,3,0,264,21,24,264,Inf,Inf,0.96875,"lsl"
"spoli_c_078",1,23,0,0,0,264,24,24,264,Inf,Inf,1,"lsl"
"spoli_c_088",0,22,1,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"lsl"
"spoli_c_090",0,18,1,5,0,264,19,24,264,Inf,Inf,0.947916666666667,"lsl"
"spoli_c_093",0,23,1,0,1,263,24,24,264,Inf,Inf,0.99905303030303,"lsl"
"spoli_c_097",0,24,0,0,0,264,24,24,264,Inf,Inf,1,"lsl"
"spoli_c_125",5,9,1,9,17,247,15,24,264,1.83753853078166,1.83753853078166,0.874039995092627,"lsl"
"spoli_c_342",0,23,0,1,4,260,23,24,264,3.89777114901457,3.89777114901457,0.985470507753117,"lsl"
"spoli_c_343",0,21,0,3,1,263,21,24,264,3.82076426515686,3.82076426515686,0.967548927624973,"lsl"
"spoli_c_346",1,1,0,22,34,230,2,24,264,-0.250854548560411,-0.250854548560411,0.399368011667477,"lsl"
"spoli_c_379",0,19,2,3,6,258,21,24,264,3.15077294948199,3.15077294948199,0.961529749320447,"lsl"
"spoli_c_391",0,22,0,2,4,260,22,24,264,3.54910087999297,3.54910087999297,0.974713922441195,"lsl"
"spoli_c_396",2,14,3,5,11,253,19,24,264,2.54388219762216,2.54388219762216,0.932494279176201,"lsl"
"spoli_c_410",1,19,1,3,2,262,21,24,264,3.57908646706829,3.57908646706829,0.966346948217177,"lsl"
"spoli_c_419",0,24,0,0,0,264,24,24,264,Inf,Inf,1,"lsl"
"spoli_c_439",7,17,0,0,5,259,24,24,264,Inf,Inf,0.995265151515151,"lsl"
"spoli_c_444",0,21,1,2,6,258,22,24,264,3.38341769620662,3.38341769620662,0.972483823435198,"lsl"
"spoli_c_447",3,16,3,2,20,244,22,24,264,2.81719428678702,2.81719428678702,0.956797859368649,"lsl"
"spoli_c_448",1,18,4,1,6,258,23,24,264,3.73208796522823,3.73208796522823,0.983412231516377,"lsl"
"spoli_c_450",0,24,0,0,0,264,24,24,264,Inf,Inf,1,"lsl"
"spoli_c_451",2,18,2,2,14,250,22,24,264,2.99915004894313,2.99915004894313,0.963537190082645,"lsl"
"spoli_c_452",0,19,4,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"lsl"
"spoli_c_478",2,18,1,3,3,261,21,24,264,3.42833771340474,3.42833771340474,0.965144051350948,"lsl"
"spoli_c_487",3,20,0,1,18,246,23,24,264,3.22113443845019,3.22113443845019,0.97103457694656,"lsl"
"spoli_c_494",1,14,5,4,6,258,20,24,264,2.96784513520768,2.96784513520768,0.95054615926709,"lsl"
"spoli_c_500",0,24,0,0,6,258,24,24,264,Inf,Inf,0.994318181818182,"lsl"
"spoli_c_501",0,22,0,2,8,256,22,24,264,3.25935268899523,3.25935268899523,0.970251162190083,"lsl"
"spoli_c_508",0,18,3,3,2,262,21,24,264,3.57908646706829,3.57908646706829,0.966346948217177,"lsl"
"spoli_c_522",1,14,2,7,6,258,17,24,264,2.54894585180408,2.54894585180408,0.917366206524893,"lsl"
"spoli_c_537",0,14,5,5,17,247,19,24,264,2.33111696831719,2.33111696831719,0.923997055576003,"lsl"
"spoli_c_563",1,22,0,1,0,264,23,24,264,Inf,Inf,0.989583333333333,"lsl"
"spoli_c_583",0,22,0,2,1,263,22,24,264,4.05340901188149,4.05340901188149,0.978054394620243,"lsl"
"spoli_c_608",0,24,0,0,0,264,24,24,264,Inf,Inf,1,"lsl"
"spoli_c_617",1,22,1,0,0,264,24,24,264,Inf,Inf,1,"lsl"
"spoli_c_639",0,21,2,1,0,264,23,24,264,Inf,Inf,0.989583333333333,"lsl"
"spoli_c_640",3,17,1,3,9,255,21,24,264,2.97415265815485,2.97415265815485,0.95790679908327,"lsl"
"spoli_c_644",0,16,3,5,2,262,19,24,264,3.24095488819219,3.24095488819219,0.945126739471858,"lsl"
"spoli_c_647",1,19,3,1,0,264,23,24,264,Inf,Inf,0.989583333333333,"lsl"
"spoli_c_651",0,24,0,0,0,264,24,24,264,Inf,Inf,1,"lsl"
"spoli_c_677",2,7,0,15,10,254,9,24,264,1.45721104984971,1.45721104984971,0.812345899944325,"lsl"
"spoli_c_697",2,22,0,0,4,260,24,24,264,Inf,Inf,0.996212121212121,"lsl"
"spoli_c_705",1,22,0,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"lsl"
"spoli_c_715",0,0,0,24,1,263,0,24,264,-Inf,-Inf,0.24905303030303,"lsl"
"spoli_c_727",1,22,0,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"lsl"
"spoli_c_730",0,22,0,2,0,264,22,24,264,Inf,Inf,0.979166666666667,"lsl"
"spoli_c_740",0,22,1,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"lsl"
"spoli_c_760",0,20,2,2,0,264,22,24,264,Inf,Inf,0.979166666666667,"lsl"
"spoli_c_768",1,22,0,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"lsl"
"spoli_c_777",3,19,1,1,7,257,23,24,264,3.6663384762215,3.6663384762215,0.982382614847511,"lsl"
"blast_c_002",0,18,3,3,9,255,21,24,264,2.97415265815485,2.97415265815485,0.95790679908327,"vsl"
"blast_c_009",0,24,0,0,4,260,24,24,264,Inf,Inf,0.996212121212121,"vsl"
"blast_c_019",1,13,1,9,1,263,15,24,264,2.98905424874523,2.98905424874523,0.904378384606521,"vsl"
"blast_c_028",0,19,3,2,2,262,22,24,264,3.81173121379292,3.81173121379292,0.976941517885307,"vsl"
"blast_c_034",0,19,2,3,5,259,21,24,264,3.22651335560831,3.22651335560831,0.962735462735463,"vsl"
"blast_c_036",1,18,0,5,2,262,19,24,264,3.24095488819219,3.24095488819219,0.945126739471858,"vsl"
"blast_c_038",1,22,0,1,15,249,23,24,264,3.3137222508316,3.3137222508316,0.974133688905821,"vsl"
"blast_c_045",1,23,0,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"blast_c_059",1,18,1,4,1,263,20,24,264,3.63783645088255,3.63783645088255,0.957038541306602,"vsl"
"blast_c_061",0,22,0,2,5,259,22,24,264,3.45915810233294,3.45915810233294,0.97359918950828,"vsl"
"blast_c_071",1,23,0,0,4,260,24,24,264,Inf,Inf,0.996212121212121,"vsl"
"blast_c_073",1,13,0,10,4,260,14,24,264,2.37653514714025,2.37653514714025,0.887737262737263,"vsl"
"blast_c_085",0,7,1,16,1,263,8,24,264,2.2396875854854,2.2396875854854,0.829858710680954,"vsl"
"blast_c_088",0,19,2,3,1,263,21,24,264,3.82076426515686,3.82076426515686,0.967548927624973,"vsl"
"blast_c_092",1,22,0,1,3,261,23,24,264,4.00965272915098,4.00965272915098,0.986499174655097,"vsl"
"blast_c_095",2,21,0,1,7,257,23,24,264,3.6663384762215,3.6663384762215,0.982382614847511,"vsl"
"blast_c_096",0,22,0,2,1,263,22,24,264,4.05340901188149,4.05340901188149,0.978054394620243,"vsl"
"blast_c_097",1,21,0,2,0,264,22,24,264,Inf,Inf,0.979166666666667,"vsl"
"blast_c_101",0,23,1,0,3,261,24,24,264,Inf,Inf,0.997159090909091,"vsl"
"blast_c_109",1,22,1,0,5,259,24,24,264,Inf,Inf,0.995265151515151,"vsl"
"blast_c_118",1,21,1,1,11,253,23,24,264,3.46332879224449,3.46332879224449,0.978260869565217,"vsl"
"blast_c_122",0,22,0,2,0,264,22,24,264,Inf,Inf,0.979166666666667,"vsl"
"blast_c_124",1,23,0,0,1,263,24,24,264,Inf,Inf,0.99905303030303,"vsl"
"blast_c_147",2,18,2,2,3,261,22,24,264,3.66098246012937,3.66098246012937,0.975828029511415,"vsl"
"blast_c_149",0,21,1,2,2,262,22,24,264,3.81173121379292,3.81173121379292,0.976941517885307,"vsl"
"blast_c_150",0,22,1,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"vsl"
"blast_c_164",0,18,3,3,0,264,21,24,264,Inf,Inf,0.96875,"vsl"
"blast_c_165",0,22,0,2,0,264,22,24,264,Inf,Inf,0.979166666666667,"vsl"
"blast_c_168",0,23,0,1,2,262,23,24,264,4.16040148281452,4.16040148281452,0.987527532208913,"vsl"
"blast_c_186",0,24,0,0,1,263,24,24,264,Inf,Inf,0.99905303030303,"vsl"
"blast_c_193",3,21,0,0,2,262,24,24,264,Inf,Inf,0.998106060606061,"vsl"
"blast_c_204",0,21,2,1,2,262,23,24,264,4.16040148281452,4.16040148281452,0.987527532208913,"vsl"
"blast_c_206",0,22,1,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"vsl"
"blast_c_209",2,6,1,15,14,250,9,24,264,1.29751655787812,1.29751655787812,0.799646464646465,"vsl"
"blast_c_210",1,20,1,2,14,250,22,24,264,2.99915004894313,2.99915004894313,0.963537190082645,"vsl"
"blast_c_211",0,20,1,3,4,260,21,24,264,3.31645613326834,3.31645613326834,0.963940226440226,"vsl"
"blast_c_213",0,24,0,0,1,263,24,24,264,Inf,Inf,0.99905303030303,"vsl"
"blast_c_216",0,22,0,2,2,262,22,24,264,3.81173121379292,3.81173121379292,0.976941517885307,"vsl"
"blast_c_220",0,24,0,0,2,262,24,24,264,Inf,Inf,0.998106060606061,"vsl"
"blast_c_224",0,23,1,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"blast_c_231",0,24,0,0,4,260,24,24,264,Inf,Inf,0.996212121212121,"vsl"
"blast_c_232",0,24,0,0,2,262,24,24,264,Inf,Inf,0.998106060606061,"vsl"
"blast_c_233",2,22,0,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"blast_c_265",0,22,2,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"blast_c_267",0,24,0,0,3,261,24,24,264,Inf,Inf,0.997159090909091,"vsl"
"blast_c_268",1,21,0,2,1,263,22,24,264,4.05340901188149,4.05340901188149,0.978054394620243,"vsl"
"blast_c_406",0,22,0,2,10,254,22,24,264,3.15884454091472,3.15884454091472,0.968015878180517,"vsl"
"blast_c_409",1,23,0,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"blast_c_410",1,22,1,0,9,255,24,24,264,Inf,Inf,0.991477272727273,"vsl"
"blast_c_420",0,20,1,3,3,261,21,24,264,3.42833771340474,3.42833771340474,0.965144051350948,"vsl"
"blast_c_423",3,18,0,3,6,258,21,24,264,3.15077294948199,3.15077294948199,0.961529749320447,"vsl"
"blast_c_426",1,22,0,1,0,264,23,24,264,Inf,Inf,0.989583333333333,"vsl"
"blast_c_427",1,23,0,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"blast_c_428",1,20,1,2,2,262,22,24,264,3.81173121379292,3.81173121379292,0.976941517885307,"vsl"
"blast_c_429",1,21,1,1,3,261,23,24,264,4.00965272915098,4.00965272915098,0.986499174655097,"vsl"
"blast_c_438",2,21,1,0,3,261,24,24,264,Inf,Inf,0.997159090909091,"vsl"
"blast_c_439",0,22,2,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"blast_c_440",2,14,2,6,2,262,18,24,264,3.10322683688836,3.10322683688836,0.934497648238106,"vsl"
"blast_c_444",1,22,0,1,0,264,23,24,264,Inf,Inf,0.989583333333333,"vsl"
"blast_c_449",0,24,0,0,2,262,24,24,264,Inf,Inf,0.998106060606061,"vsl"
"blast_c_450",1,23,0,0,9,255,24,24,264,Inf,Inf,0.991477272727273,"vsl"
"blast_c_451",0,23,1,0,6,258,24,24,264,Inf,Inf,0.994318181818182,"vsl"
"blast_c_454",0,20,1,3,6,258,21,24,264,3.15077294948199,3.15077294948199,0.961529749320447,"vsl"
"blast_c_456",0,21,0,3,0,264,21,24,264,Inf,Inf,0.96875,"vsl"
"blast_c_457",0,24,0,0,1,263,24,24,264,Inf,Inf,0.99905303030303,"vsl"
"blast_c_461",2,20,0,2,11,253,22,24,264,3.11465852322288,3.11465852322288,0.966897233201581,"vsl"
"blast_c_462",0,21,0,3,2,262,21,24,264,3.57908646706829,3.57908646706829,0.966346948217177,"vsl"
"blast_c_467",0,20,2,2,0,264,22,24,264,Inf,Inf,0.979166666666667,"vsl"
"blast_c_468",8,8,4,4,57,207,20,24,264,1.7535057290189,1.7535057290189,0.882087176108915,"vsl"
"blast_c_469",0,19,1,4,1,263,20,24,264,3.63783645088255,3.63783645088255,0.957038541306602,"vsl"
"blast_c_470",0,22,2,0,2,262,24,24,264,Inf,Inf,0.998106060606061,"vsl"
"blast_c_471",2,20,0,2,0,264,22,24,264,Inf,Inf,0.979166666666667,"vsl"
"blast_c_475",0,23,0,1,0,264,23,24,264,Inf,Inf,0.989583333333333,"vsl"
"blast_c_476",2,21,1,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"blast_c_478",1,22,0,1,4,260,23,24,264,3.89777114901457,3.89777114901457,0.985470507753117,"vsl"
"blast_c_479",0,22,2,0,1,263,24,24,264,Inf,Inf,0.99905303030303,"vsl"
"blast_c_481",0,23,0,1,3,261,23,24,264,4.00965272915098,4.00965272915098,0.986499174655097,"vsl"
"blast_c_483",1,22,0,1,4,260,23,24,264,3.89777114901457,3.89777114901457,0.985470507753117,"vsl"
"blast_c_484",0,24,0,0,1,263,24,24,264,Inf,Inf,0.99905303030303,"vsl"
"blast_c_485",0,1,0,23,4,260,1,24,264,0.434442356770083,0.434442356770083,0.665821678321678,"vsl"
"blast_c_487",0,22,1,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"vsl"
"blast_c_488",0,22,0,2,5,259,22,24,264,3.45915810233294,3.45915810233294,0.97359918950828,"vsl"
"blast_c_491",2,17,4,1,0,264,23,24,264,Inf,Inf,0.989583333333333,"vsl"
"blast_c_492",0,21,2,1,2,262,23,24,264,4.16040148281452,4.16040148281452,0.987527532208913,"vsl"
"blast_c_493",1,15,3,5,8,256,19,24,264,2.68857636339451,2.68857636339451,0.936719684509569,"vsl"
"blast_c_497",0,24,0,0,1,263,24,24,264,Inf,Inf,0.99905303030303,"vsl"
"blast_c_498",1,17,0,6,6,258,18,24,264,2.67491331930206,2.67491331930206,0.92847075405215,"vsl"
"blast_c_499",1,23,0,0,1,263,24,24,264,Inf,Inf,0.99905303030303,"vsl"
"spoli_c_008",0,24,0,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"spoli_c_014",1,20,2,1,7,257,23,24,264,3.6663384762215,3.6663384762215,0.982382614847511,"vsl"
"spoli_c_049",1,23,0,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"spoli_c_054",0,24,0,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"spoli_c_071",7,0,0,17,65,199,7,24,264,0.137935873135846,0.137935873135846,0.554036415845461,"vsl"
"spoli_c_076",1,23,0,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"spoli_c_078",0,24,0,0,2,262,24,24,264,Inf,Inf,0.998106060606061,"vsl"
"spoli_c_088",0,21,1,2,0,264,22,24,264,Inf,Inf,0.979166666666667,"vsl"
"spoli_c_090",0,22,0,2,2,262,22,24,264,3.81173121379292,3.81173121379292,0.976941517885307,"vsl"
"spoli_c_093",4,18,1,1,9,255,23,24,264,3.55546767390109,3.55546767390109,0.980322405642099,"vsl"
"spoli_c_097",1,21,1,1,0,264,23,24,264,Inf,Inf,0.989583333333333,"vsl"
"spoli_c_125",0,17,2,5,1,263,19,24,264,3.48263268628077,3.48263268628077,0.946522458929903,"vsl"
"spoli_c_126",0,22,1,1,2,262,23,24,264,4.16040148281452,4.16040148281452,0.987527532208913,"vsl"
"spoli_c_342",0,23,0,1,2,262,23,24,264,4.16040148281452,4.16040148281452,0.987527532208913,"vsl"
"spoli_c_379",3,14,1,6,5,259,18,24,264,2.75065372542839,2.75065372542839,0.929980304980305,"vsl"
"spoli_c_391",0,22,0,2,0,264,22,24,264,Inf,Inf,0.979166666666667,"vsl"
"spoli_c_396",0,23,0,1,0,264,23,24,264,Inf,Inf,0.989583333333333,"vsl"
"spoli_c_409",0,20,2,2,5,259,22,24,264,3.45915810233294,3.45915810233294,0.97359918950828,"vsl"
"spoli_c_419",1,23,0,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"spoli_c_426",3,17,1,3,3,261,21,24,264,3.42833771340474,3.42833771340474,0.965144051350948,"vsl"
"spoli_c_439",2,5,1,16,11,253,8,24,264,1.30093709682679,1.30093709682679,0.794836956521739,"vsl"
"spoli_c_444",2,19,2,1,42,222,23,24,264,2.72986556827513,2.72986556827513,0.946110636328028,"vsl"
"spoli_c_447",1,16,2,5,1,263,19,24,264,3.48263268628077,3.48263268628077,0.946522458929903,"vsl"
"spoli_c_448",1,22,1,0,4,260,24,24,264,Inf,Inf,0.996212121212121,"vsl"
"spoli_c_450",0,24,0,0,2,262,24,24,264,Inf,Inf,0.998106060606061,"vsl"
"spoli_c_452",1,21,0,2,3,261,22,24,264,3.66098246012937,3.66098246012937,0.975828029511415,"vsl"
"spoli_c_477",0,23,0,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"vsl"
"spoli_c_478",2,19,1,2,6,258,22,24,264,3.38341769620662,3.38341769620662,0.972483823435198,"vsl"
"spoli_c_487",2,21,0,1,3,261,23,24,264,4.00965272915098,4.00965272915098,0.986499174655097,"vsl"
"spoli_c_491",0,23,1,0,1,263,24,24,264,Inf,Inf,0.99905303030303,"vsl"
"spoli_c_494",2,2,6,14,14,250,10,24,264,1.40572752759457,1.40572752759457,0.814181818181818,"vsl"
"spoli_c_500",1,21,1,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"vsl"
"spoli_c_501",0,24,0,0,4,260,24,24,264,Inf,Inf,0.996212121212121,"vsl"
"spoli_c_521",4,19,0,1,0,264,23,24,264,Inf,Inf,0.989583333333333,"vsl"
"spoli_c_522",0,23,0,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"vsl"
"spoli_c_537",0,17,2,5,2,262,19,24,264,3.24095488819219,3.24095488819219,0.945126739471858,"vsl"
"spoli_c_608",0,24,0,0,0,264,24,24,264,Inf,Inf,1,"vsl"
"spoli_c_617",0,22,0,2,0,264,22,24,264,Inf,Inf,0.979166666666667,"vsl"
"spoli_c_639",1,23,0,0,1,263,24,24,264,Inf,Inf,0.99905303030303,"vsl"
"spoli_c_640",2,17,3,2,12,252,22,24,264,3.07361575668554,3.07361575668554,0.965777908959727,"vsl"
"spoli_c_647",0,12,6,6,4,260,18,24,264,2.84059650308841,2.84059650308841,0.931487956487957,"vsl"
"spoli_c_651",1,7,0,16,10,254,8,24,264,1.34512311451863,1.34512311451863,0.798362562634216,"vsl"
"spoli_c_677",1,19,1,3,1,263,21,24,264,3.82076426515686,3.82076426515686,0.967548927624973,"vsl"
"spoli_c_697",0,24,0,0,2,262,24,24,264,Inf,Inf,0.998106060606061,"vsl"
"spoli_c_705",1,16,5,2,4,260,22,24,264,3.54910087999297,3.54910087999297,0.974713922441195,"vsl"
"spoli_c_715",0,23,0,1,5,259,23,24,264,3.80782837135455,3.80782837135455,0.984441527919789,"vsl"
"spoli_c_724",0,22,0,2,0,264,22,24,264,Inf,Inf,0.979166666666667,"vsl"
"spoli_c_727",1,12,0,11,0,264,13,24,264,Inf,Inf,0.885416666666667,"vsl"
"spoli_c_730",1,20,0,3,4,260,21,24,264,3.31645613326834,3.31645613326834,0.963940226440226,"vsl"
"spoli_c_740",0,15,3,6,4,260,18,24,264,2.84059650308841,2.84059650308841,0.931487956487957,"vsl"
"spoli_c_743",0,18,2,4,3,261,20,24,264,3.24540989913044,3.24540989913044,0.954445315221177,"vsl"
"spoli_c_744",1,22,1,0,7,257,24,24,264,Inf,Inf,0.993371212121212,"vsl"
"spoli_c_751",7,16,1,0,12,252,24,24,264,Inf,Inf,0.988636363636364,"vsl"
"spoli_c_768",0,21,1,2,1,263,22,24,264,4.05340901188149,4.05340901188149,0.978054394620243,"vsl"
"spoli_c_777",0,22,1,1,1,263,23,24,264,4.4020792809031,4.4020792809031,0.988555583943251,"vsl"
"blast_c_002",1,9,13,25,18,509,23,48,527,1.77070329209151,1.77070329209151,0.847366737915335,"ssl"
"blast_c_019",0,29,11,7,6,522,40,47,528,3.31899524478485,3.31899524478485,0.958999911764379,"ssl"
"blast_c_028",1,1,14,32,19,508,16,48,527,1.36771931244182,1.36771931244182,0.800059889335465,"ssl"
"blast_c_034",12,6,2,27,102,426,20,47,528,0.678469515672013,0.678469515672013,0.708501486433105,"ssl"
"blast_c_036",1,27,11,9,10,517,39,48,527,2.96253375251348,2.96253375251348,0.946379763172554,"ssl"
"blast_c_038",3,3,23,18,23,505,29,47,528,2.00844967055863,2.00844967055863,0.882245114414229,"ssl"
"blast_c_045",0,9,36,2,33,495,45,47,528,3.25591707675361,3.25591707675361,0.972333037825059,"ssl"
"blast_c_059",0,1,15,32,8,519,16,48,527,1.73462741434581,1.73462741434581,0.819379091060876,"ssl"
"blast_c_061",5,12,15,16,47,480,32,48,527,1.77652390178415,1.77652390178415,0.875062921674046,"ssl"
"blast_c_071",7,15,14,12,59,468,36,48,527,1.89068929153765,1.89068929153765,0.892302573428048,"ssl"
"blast_c_073",6,4,2,36,50,477,12,48,527,0.636819451968376,0.636819451968376,0.69796925160813,"ssl"
"blast_c_081",0,0,0,47,0,528,0,47,528,NA,NA,NA,"ssl"
"blast_c_085",2,8,18,20,31,496,28,48,527,1.77515486560972,1.77515486560972,0.864112832633053,"ssl"
"blast_c_088",9,4,12,23,89,438,25,48,527,1.01084395360233,1.01084395360233,0.774804485665971,"ssl"
"blast_c_092",7,7,14,20,39,488,28,48,527,1.65703337605608,1.65703337605608,0.855792626080046,"ssl"
"blast_c_095",8,10,16,14,143,384,34,48,527,1.1572657400797,1.1572657400797,0.804159853341341,"ssl"
"blast_c_096",8,3,8,28,68,460,19,47,528,0.889791726798425,0.889791726798425,0.749402042972202,"ssl"
"blast_c_097",1,3,19,25,19,508,23,48,527,1.74620143136134,1.74620143136134,0.846111340766746,"ssl"
"blast_c_109",4,12,24,7,10,518,40,47,528,3.11717088698842,3.11717088698842,0.956483706566818,"ssl"
"blast_c_121",2,1,9,36,21,506,12,48,527,1.077960631582,1.077960631582,0.764870182103187,"ssl"
"blast_c_124",0,32,12,4,2,525,44,48,527,4.05277249729397,4.05277249729397,0.978052283474484,"ssl"
"blast_c_147",5,9,14,20,89,438,28,48,527,1.16902716747432,1.16902716747432,0.802289709152184,"ssl"
"blast_c_149",1,1,8,38,29,498,10,48,527,0.785719524656429,0.785719524656429,0.724523909997993,"ssl"
"blast_c_150",0,28,10,9,2,526,38,47,528,3.54283593049804,3.54283593049804,0.950774383472766,"ssl"
"blast_c_165",1,0,25,22,15,513,26,48,528,2.00934035377081,2.00934035377081,0.868954388691231,"ssl"
"blast_c_168",0,16,21,11,15,513,37,48,528,2.64630094201825,2.64630094201825,0.9318193791878,"ssl"
"blast_c_186",1,27,2,18,6,522,30,48,528,2.59662769699311,2.59662769699311,0.900626959247649,"ssl"
"blast_c_193",20,4,9,15,181,346,33,48,527,0.89183242128115,0.89183242128115,0.756113956005249,"ssl"
"blast_c_204",0,4,9,35,10,517,13,48,527,1.46509258330827,1.46509258330827,0.796666691193998,"ssl"
"blast_c_206",0,10,31,6,6,522,41,47,528,3.41551268850129,3.41551268850129,0.964461616640611,"ssl"
"blast_c_207",8,11,8,21,101,427,27,48,528,1.03047089805816,1.03047089805816,0.779737263343821,"ssl"
"blast_c_209",1,5,16,26,13,515,22,48,528,1.86185318305668,1.86185318305668,0.847735296477574,"ssl"
"blast_c_210",3,3,1,41,47,481,7,48,528,0.292372098850209,0.292372098850209,0.612995112995113,"ssl"
"blast_c_213",0,15,24,9,15,513,39,48,528,2.79185345717561,2.79185345717561,0.943013127223653,"ssl"
"blast_c_216",1,14,20,13,17,511,35,48,528,2.45973713776461,2.45973713776461,0.919000177904287,"ssl"
"blast_c_220",0,22,23,3,1,527,45,48,528,4.42942754400438,4.42942754400438,0.983840300538593,"ssl"
"blast_c_224",0,11,25,12,12,516,36,48,528,2.67491331930206,2.67491331930206,0.92847075405215,"ssl"
"blast_c_231",0,5,23,20,19,509,28,48,528,2.00973814220373,2.00973814220373,0.876522912254739,"ssl"
"blast_c_232",0,23,17,8,9,519,40,48,528,3.08641633438945,3.08641633438945,0.952497153617096,"ssl"
"blast_c_233",0,21,19,8,7,520,40,48,527,3.18526565378344,3.18526565378344,0.953787616163091,"ssl"
"blast_c_265",2,18,15,13,38,490,35,48,528,2.07157177500508,2.07157177500508,0.902365491651206,"ssl"
"blast_c_267",2,3,24,19,42,486,29,48,528,1.67228261797401,1.67228261797401,0.859574351432589,"ssl"
"blast_c_268",3,2,26,17,25,503,31,48,528,2.04522051453279,2.04522051453279,0.888729208327746,"ssl"
"blast_c_406",8,13,10,17,81,447,31,48,528,1.39601664369003,1.39601664369003,0.836029706023211,"ssl"
"blast_c_409",3,4,11,30,54,474,18,48,528,0.950068001427818,0.950068001427818,0.757767548906789,"ssl"
"blast_c_410",3,1,19,25,31,497,23,48,528,1.51343186657293,1.51343186657293,0.831037609053531,"ssl"
"blast_c_420",0,31,13,4,6,522,44,48,528,3.66098246012937,3.66098246012937,0.975828029511415,"ssl"
"blast_c_421",2,4,17,25,39,489,23,48,528,1.39536081767812,1.39536081767812,0.820869403558121,"ssl"
"blast_c_423",2,5,1,40,21,507,8,48,528,0.785907992686269,0.785907992686269,0.723378384436077,"ssl"
"blast_c_426",1,10,15,22,16,512,26,48,528,1.98099201750867,1.98099201750867,0.867849923513986,"ssl"
"blast_c_428",1,21,17,9,10,518,39,48,528,2.96331053425118,2.96331053425118,0.946392571392571,"ssl"
"blast_c_429",2,3,13,30,26,502,18,48,528,1.33360449675983,1.33360449675983,0.802829087689645,"ssl"
"blast_c_438",0,4,32,12,19,509,36,48,528,2.47379949815189,2.47379949815189,0.923172044611141,"ssl"
"blast_c_439",6,12,13,17,44,484,31,48,528,1.75708953729836,1.75708953729836,0.871151026392962,"ssl"
"blast_c_440",6,4,29,9,48,480,39,48,528,2.22232429513781,2.22232429513781,0.920465472027972,"ssl"
"blast_c_444",6,2,11,29,45,483,19,48,528,1.10659775414163,1.10659775414163,0.781058377168217,"ssl"
"blast_c_449",2,4,14,28,22,506,20,48,528,1.52123600187432,1.52123600187432,0.822826086956522,"ssl"
"blast_c_450",1,23,7,17,15,513,31,48,528,2.27880230835446,2.27880230835446,0.897872328262821,"ssl"
"blast_c_451",5,30,9,4,8,520,44,48,528,3.54910087999297,3.54910087999297,0.974713922441195,"ssl"
"blast_c_454",0,5,24,19,20,508,29,48,528,2.03999739064001,2.03999739064001,0.881471688100116,"ssl"
"blast_c_456",0,0,18,30,5,523,18,48,528,2.02808235894116,2.02808235894116,0.835943082836008,"ssl"
