"","ans","subj","key","trial_order","corr"
"459","2","spoli_c_379",2,11,1
"460","2","spoli_c_379",1,12,0
"461","1","spoli_c_379",1,13,1
"462","2","spoli_c_379",2,14,1
"463","1","spoli_c_379",1,15,1
"464","2","spoli_c_379",2,16,1
"465","1","spoli_c_379",1,17,1
"466","2","spoli_c_379",1,18,0
"467","2","spoli_c_379",2,19,1
"468","2","spoli_c_379",1,20,0
"469","2","spoli_c_379",1,21,0
"470","2","spoli_c_379",2,22,1
"471","1","spoli_c_379",2,23,0
"472","1","spoli_c_379",1,24,1
"473","2","spoli_c_379",2,25,1
"474","1","spoli_c_379",2,26,0
"475","2","spoli_c_379",1,27,0
"476","2","spoli_c_379",2,28,1
"477","2","spoli_c_379",1,29,0
"478","1","spoli_c_379",2,30,0
"479","2","spoli_c_379",1,31,0
"480","1","spoli_c_379",1,32,1
"481","1","spoli_c_391",2,1,0
"482","1","spoli_c_391",2,2,0
"483","2","spoli_c_391",1,3,0
"484","1","spoli_c_391",2,4,0
"485","2","spoli_c_391",1,5,0
"486","2","spoli_c_391",2,6,1
"487","1","spoli_c_391",2,7,0
"488","1","spoli_c_391",1,8,1
"489","2","spoli_c_391",2,9,1
"490","2","spoli_c_391",1,10,0
"491","1","spoli_c_391",2,11,0
"492","1","spoli_c_391",1,12,1
"493","1","spoli_c_391",1,13,1
"494","2","spoli_c_391",2,14,1
"495","1","spoli_c_391",1,15,1
"496","2","spoli_c_391",2,16,1
"497","2","spoli_c_391",1,17,0
"498","1","spoli_c_391",1,18,1
"499","2","spoli_c_391",2,19,1
"500","2","spoli_c_391",1,20,0
"501","2","spoli_c_391",1,21,0
"502","1","spoli_c_391",2,22,0
"503","1","spoli_c_391",2,23,0
"504","2","spoli_c_391",1,24,0
"505","1","spoli_c_391",2,25,0
"506","2","spoli_c_391",2,26,1
"507","1","spoli_c_391",1,27,1
"508","2","spoli_c_391",2,28,1
"509","1","spoli_c_391",1,29,1
"510","2","spoli_c_391",2,30,1
"511","1","spoli_c_391",1,31,1
"512","1","spoli_c_391",1,32,1
"513","2","spoli_c_396",2,1,1
"514","1","spoli_c_396",2,2,0
"515","2","spoli_c_396",1,3,0
"516","2","spoli_c_396",2,4,1
"517","1","spoli_c_396",1,5,1
"518","2","spoli_c_396",2,6,1
"519","1","spoli_c_396",2,7,0
"520","2","spoli_c_396",1,8,0
"521","2","spoli_c_396",2,9,1
"522","1","spoli_c_396",1,10,1
"523","2","spoli_c_396",2,11,1
"524","1","spoli_c_396",1,12,1
"525","1","spoli_c_396",1,13,1
"526","2","spoli_c_396",2,14,1
"527","2","spoli_c_396",1,15,0
"528","2","spoli_c_396",2,16,1
"529","2","spoli_c_396",1,17,0
"530","2","spoli_c_396",1,18,0
"531","1","spoli_c_396",2,19,0
"532","1","spoli_c_396",1,20,1
"533","2","spoli_c_396",1,21,0
"534","2","spoli_c_396",2,22,1
"535","1","spoli_c_396",2,23,0
"536","1","spoli_c_396",1,24,1
"537","2","spoli_c_396",2,25,1
"538","2","spoli_c_396",2,26,1
"539","2","spoli_c_396",1,27,0
"540","1","spoli_c_396",2,28,0
"541","2","spoli_c_396",1,29,0
"542","2","spoli_c_396",2,30,1
"543","1","spoli_c_396",1,31,1
"544","1","spoli_c_396",1,32,1
"545","2","spoli_c_409",2,1,1
"546","2","spoli_c_409",2,2,1
"547","1","spoli_c_409",1,3,1
"548","2","spoli_c_409",2,4,1
"549","2","spoli_c_409",1,5,0
"550","2","spoli_c_409",2,6,1
"551","2","spoli_c_409",2,7,1
"552","2","spoli_c_409",1,8,0
"553","2","spoli_c_409",2,9,1
"554","1","spoli_c_409",1,10,1
"555","2","spoli_c_409",2,11,1
"556","1","spoli_c_409",1,12,1
"557","1","spoli_c_409",1,13,1
"558","2","spoli_c_409",2,14,1
"559","1","spoli_c_409",1,15,1
"560","2","spoli_c_409",2,16,1
"561","1","spoli_c_409",1,17,1
"562","2","spoli_c_409",1,18,0
"563","2","spoli_c_409",2,19,1
"564","1","spoli_c_409",1,20,1
"565","1","spoli_c_409",1,21,1
"566","1","spoli_c_409",2,22,0
"567","2","spoli_c_409",2,23,1
"568","1","spoli_c_409",1,24,1
"569","1","spoli_c_409",2,25,0
"570","1","spoli_c_409",2,26,0
"571","1","spoli_c_409",1,27,1
"572","2","spoli_c_409",2,28,1
"573","2","spoli_c_409",1,29,0
"574","2","spoli_c_409",2,30,1
"575","1","spoli_c_409",1,31,1
"576","1","spoli_c_409",1,32,1
"577","1","spoli_c_419",2,1,0
"578","2","spoli_c_419",2,2,1
"579","1","spoli_c_419",1,3,1
"580","2","spoli_c_419",2,4,1
"581","1","spoli_c_419",1,5,1
"582","2","spoli_c_419",2,6,1
"583","1","spoli_c_419",2,7,0
"584","2","spoli_c_419",1,8,0
"585","1","spoli_c_419",2,9,0
"586","2","spoli_c_419",1,10,0
"587","1","spoli_c_419",2,11,0
"588","2","spoli_c_419",1,12,0
"589","1","spoli_c_419",1,13,1
"590","2","spoli_c_419",2,14,1
"591","1","spoli_c_419",1,15,1
"592","1","spoli_c_419",2,16,0
"593","1","spoli_c_419",1,17,1
"594","2","spoli_c_419",1,18,0
"595","1","spoli_c_419",2,19,0
"596","1","spoli_c_419",1,20,1
"597","1","spoli_c_419",1,21,1
"598","1","spoli_c_419",2,22,0
"599","2","spoli_c_419",2,23,1
"600","1","spoli_c_419",1,24,1
"601","2","spoli_c_419",2,25,1
"602","1","spoli_c_419",2,26,0
"603","1","spoli_c_419",1,27,1
"604","1","spoli_c_419",2,28,0
"605","1","spoli_c_419",1,29,1
"606","1","spoli_c_419",2,30,0
"607","1","spoli_c_419",1,31,1
"608","1","spoli_c_419",1,32,1
"609","1","spoli_c_426",2,1,0
"610","1","spoli_c_426",2,2,0
"611","1","spoli_c_426",1,3,1
"612","1","spoli_c_426",2,4,0
"613","1","spoli_c_426",1,5,1
"614","1","spoli_c_426",2,6,0
"615","1","spoli_c_426",2,7,0
"616","1","spoli_c_426",1,8,1
"617","1","spoli_c_426",2,9,0
"618","1","spoli_c_426",1,10,1
"619","1","spoli_c_426",2,11,0
