"","ans","subj","cond","trial_index","corr","reindex"
"1","1","A002160837SWJFPIAI7L7","lang1","25",1,1
"2","2","A002160837SWJFPIAI7L7","lang1","32",0,2
"3","1","A002160837SWJFPIAI7L7","lang1","39",1,3
"4","2","A002160837SWJFPIAI7L7","lang1","46",1,4
"5","2","A002160837SWJFPIAI7L7","lang1","53",1,5
"6","2","A002160837SWJFPIAI7L7","lang1","60",0,6
"7","1","A002160837SWJFPIAI7L7","lang1","67",1,7
"8","1","A002160837SWJFPIAI7L7","lang1","74",0,8
"9","2","A002160837SWJFPIAI7L7","lang1","81",1,9
"10","1","A002160837SWJFPIAI7L7","lang1","88",0,10
"11","1","A002160837SWJFPIAI7L7","lang1","95",1,11
"12","2","A002160837SWJFPIAI7L7","lang1","102",1,12
"13","1","A002160837SWJFPIAI7L7","lang1","109",1,13
"14","1","A002160837SWJFPIAI7L7","lang1","116",1,14
"15","1","A002160837SWJFPIAI7L7","lang1","123",0,15
"16","1","A002160837SWJFPIAI7L7","lang1","130",0,16
"17","2","A002160837SWJFPIAI7L7","lang1","137",0,17
"18","1","A002160837SWJFPIAI7L7","lang1","144",1,18
"19","1","A002160837SWJFPIAI7L7","lang1","151",1,19
"20","2","A002160837SWJFPIAI7L7","lang1","158",0,20
"21","2","A002160837SWJFPIAI7L7","lang1","165",1,21
"22","1","A002160837SWJFPIAI7L7","lang1","172",1,22
"23","2","A002160837SWJFPIAI7L7","lang1","179",1,23
"24","1","A002160837SWJFPIAI7L7","lang1","186",0,24
"25","2","A002160837SWJFPIAI7L7","lang1","193",0,25
"26","1","A002160837SWJFPIAI7L7","lang1","200",0,26
"27","1","A002160837SWJFPIAI7L7","lang1","207",0,27
"28","2","A002160837SWJFPIAI7L7","lang1","214",1,28
"29","2","A002160837SWJFPIAI7L7","lang1","221",0,29
"30","1","A002160837SWJFPIAI7L7","lang1","228",0,30
"31","2","A002160837SWJFPIAI7L7","lang1","235",1,31
"32","1","A002160837SWJFPIAI7L7","lang1","242",1,32
"33","1","A0657006AJFWB5ZA91B2","lang2","25",1,1
"34","1","A0657006AJFWB5ZA91B2","lang2","32",1,2
"35","2","A0657006AJFWB5ZA91B2","lang2","39",0,3
"36","1","A0657006AJFWB5ZA91B2","lang2","46",1,4
"37","1","A0657006AJFWB5ZA91B2","lang2","53",1,5
"38","1","A0657006AJFWB5ZA91B2","lang2","60",1,6
"39","1","A0657006AJFWB5ZA91B2","lang2","67",1,7
"40","1","A0657006AJFWB5ZA91B2","lang2","74",1,8
"41","1","A0657006AJFWB5ZA91B2","lang2","81",1,9
"42","1","A0657006AJFWB5ZA91B2","lang2","88",1,10
"43","1","A0657006AJFWB5ZA91B2","lang2","95",1,11
"44","1","A0657006AJFWB5ZA91B2","lang2","102",1,12
"45","1","A0657006AJFWB5ZA91B2","lang2","109",1,13
"46","2","A0657006AJFWB5ZA91B2","lang2","116",0,14
"47","2","A0657006AJFWB5ZA91B2","lang2","123",0,15
"48","1","A0657006AJFWB5ZA91B2","lang2","130",1,16
"49","2","A0657006AJFWB5ZA91B2","lang2","137",1,17
"50","2","A0657006AJFWB5ZA91B2","lang2","144",1,18
"51","1","A0657006AJFWB5ZA91B2","lang2","151",0,19
"52","2","A0657006AJFWB5ZA91B2","lang2","158",1,20
"53","2","A0657006AJFWB5ZA91B2","lang2","165",1,21
"54","2","A0657006AJFWB5ZA91B2","lang2","172",1,22
"55","1","A0657006AJFWB5ZA91B2","lang2","179",0,23
"56","2","A0657006AJFWB5ZA91B2","lang2","186",1,24
"57","2","A0657006AJFWB5ZA91B2","lang2","193",1,25
"58","2","A0657006AJFWB5ZA91B2","lang2","200",1,26
"59","2","A0657006AJFWB5ZA91B2","lang2","207",1,27
"60","2","A0657006AJFWB5ZA91B2","lang2","214",1,28
"61","2","A0657006AJFWB5ZA91B2","lang2","221",1,29
"62","1","A0657006AJFWB5ZA91B2","lang2","228",0,30
"63","1","A0657006AJFWB5ZA91B2","lang2","235",0,31
"64","2","A0657006AJFWB5ZA91B2","lang2","242",1,32
"65","1","A11FRLH5KWRLBV","lang1","24",1,1
"66","2","A11FRLH5KWRLBV","lang1","31",0,2
"67","2","A11FRLH5KWRLBV","lang1","38",0,3
"68","1","A11FRLH5KWRLBV","lang1","45",0,4
"69","2","A11FRLH5KWRLBV","lang1","52",1,5
"70","2","A11FRLH5KWRLBV","lang1","59",0,6
"71","1","A11FRLH5KWRLBV","lang1","66",1,7
"72","1","A11FRLH5KWRLBV","lang1","73",0,8
"73","2","A11FRLH5KWRLBV","lang1","80",1,9
"74","1","A11FRLH5KWRLBV","lang1","87",0,10
"75","1","A11FRLH5KWRLBV","lang1","94",1,11
"76","2","A11FRLH5KWRLBV","lang1","101",1,12
"77","1","A11FRLH5KWRLBV","lang1","108",1,13
"78","1","A11FRLH5KWRLBV","lang1","115",1,14
"79","2","A11FRLH5KWRLBV","lang1","122",1,15
"80","1","A11FRLH5KWRLBV","lang1","129",0,16
"81","2","A11FRLH5KWRLBV","lang1","136",0,17
"82","1","A11FRLH5KWRLBV","lang1","143",1,18
"83","2","A11FRLH5KWRLBV","lang1","150",0,19
"84","1","A11FRLH5KWRLBV","lang1","157",1,20
"85","2","A11FRLH5KWRLBV","lang1","164",1,21
"86","2","A11FRLH5KWRLBV","lang1","171",0,22
"87","1","A11FRLH5KWRLBV","lang1","178",0,23
"88","2","A11FRLH5KWRLBV","lang1","185",1,24
"89","1","A11FRLH5KWRLBV","lang1","192",1,25
"90","2","A11FRLH5KWRLBV","lang1","199",1,26
"91","2","A11FRLH5KWRLBV","lang1","206",1,27
"92","2","A11FRLH5KWRLBV","lang1","213",1,28
"93","1","A11FRLH5KWRLBV","lang1","220",1,29
"94","2","A11FRLH5KWRLBV","lang1","227",1,30
"95","1","A11FRLH5KWRLBV","lang1","234",0,31
"96","1","A11FRLH5KWRLBV","lang1","241",1,32
"97","1","A15RR4SHBFU2LY","lang1","25",1,1
"98","2","A15RR4SHBFU2LY","lang1","32",0,2
"99","1","A15RR4SHBFU2LY","lang1","39",1,3
"100","2","A15RR4SHBFU2LY","lang1","46",1,4
"101","2","A15RR4SHBFU2LY","lang1","53",1,5
"102","1","A15RR4SHBFU2LY","lang1","60",1,6
"103","1","A15RR4SHBFU2LY","lang1","67",1,7
"104","2","A15RR4SHBFU2LY","lang1","74",1,8
"105","1","A15RR4SHBFU2LY","lang1","81",0,9
"106","2","A15RR4SHBFU2LY","lang1","88",1,10
"107","2","A15RR4SHBFU2LY","lang1","95",0,11
"108","2","A15RR4SHBFU2LY","lang1","102",1,12
"109","2","A15RR4SHBFU2LY","lang1","109",0,13
"110","1","A15RR4SHBFU2LY","lang1","116",1,14
"111","2","A15RR4SHBFU2LY","lang1","123",1,15
"112","2","A15RR4SHBFU2LY","lang1","130",1,16
"113","1","A15RR4SHBFU2LY","lang1","137",1,17
"114","1","A15RR4SHBFU2LY","lang1","144",1,18
"115","2","A15RR4SHBFU2LY","lang1","151",0,19
"116","2","A15RR4SHBFU2LY","lang1","158",0,20
"117","2","A15RR4SHBFU2LY","lang1","165",1,21
"118","1","A15RR4SHBFU2LY","lang1","172",1,22
"119","2","A15RR4SHBFU2LY","lang1","179",1,23
"120","2","A15RR4SHBFU2LY","lang1","186",1,24
"121","1","A15RR4SHBFU2LY","lang1","193",1,25
"122","2","A15RR4SHBFU2LY","lang1","200",1,26
"123","1","A15RR4SHBFU2LY","lang1","207",0,27
"124","2","A15RR4SHBFU2LY","lang1","214",1,28
"125","1","A15RR4SHBFU2LY","lang1","221",1,29
"126","2","A15RR4SHBFU2LY","lang1","228",1,30
"127","1","A15RR4SHBFU2LY","lang1","235",0,31
"128","1","A15RR4SHBFU2LY","lang1","242",1,32
"129","2","A17CM9QPETQYGH","lang1","25",0,1
"130","1","A17CM9QPETQYGH","lang1","32",1,2
"131","1","A17CM9QPETQYGH","lang1","39",1,3
"132","2","A17CM9QPETQYGH","lang1","46",1,4
"133","2","A17CM9QPETQYGH","lang1","53",1,5
"134","1","A17CM9QPETQYGH","lang1","60",1,6
"135","1","A17CM9QPETQYGH","lang1","67",1,7
"136","2","A17CM9QPETQYGH","lang1","74",1,8
"137","2","A17CM9QPETQYGH","lang1","81",1,9
"138","2","A17CM9QPETQYGH","lang1","88",1,10
"139","1","A17CM9QPETQYGH","lang1","95",1,11
"140","2","A17CM9QPETQYGH","lang1","102",1,12
"141","1","A17CM9QPETQYGH","lang1","109",1,13
"142","1","A17CM9QPETQYGH","lang1","116",1,14
"143","2","A17CM9QPETQYGH","lang1","123",1,15
"144","2","A17CM9QPETQYGH","lang1","130",1,16
"145","1","A17CM9QPETQYGH","lang1","137",1,17
"146","1","A17CM9QPETQYGH","lang1","144",1,18
"147","1","A17CM9QPETQYGH","lang1","151",1,19
"148","2","A17CM9QPETQYGH","lang1","158",0,20
"149","2","A17CM9QPETQYGH","lang1","165",1,21
"150","2","A17CM9QPETQYGH","lang1","172",0,22
"151","2","A17CM9QPETQYGH","lang1","179",1,23
"152","2","A17CM9QPETQYGH","lang1","186",1,24
"153","1","A17CM9QPETQYGH","lang1","193",1,25
"154","2","A17CM9QPETQYGH","lang1","200",1,26
"155","2","A17CM9QPETQYGH","lang1","207",1,27
"156","2","A17CM9QPETQYGH","lang1","214",1,28
"157","1","A17CM9QPETQYGH","lang1","221",1,29
"158","2","A17CM9QPETQYGH","lang1","228",1,30
"159","2","A17CM9QPETQYGH","lang1","235",1,31
"160","1","A17CM9QPETQYGH","lang1","242",1,32
"161","1","A18ILYDB04VEE9","lang2","25",1,1
"162","1","A18ILYDB04VEE9","lang2","32",1,2
"163","2","A18ILYDB04VEE9","lang2","39",0,3
"164","1","A18ILYDB04VEE9","lang2","46",1,4
"165","1","A18ILYDB04VEE9","lang2","53",1,5
"166","2","A18ILYDB04VEE9","lang2","60",0,6
"167","1","A18ILYDB04VEE9","lang2","67",1,7
"168","1","A18ILYDB04VEE9","lang2","74",1,8
"169","2","A18ILYDB04VEE9","lang2","81",0,9
"170","1","A18ILYDB04VEE9","lang2","88",1,10
"171","2","A18ILYDB04VEE9","lang2","95",0,11
"172","2","A18ILYDB04VEE9","lang2","102",0,12
"173","1","A18ILYDB04VEE9","lang2","109",1,13
"174","2","A18ILYDB04VEE9","lang2","116",0,14
"175","2","A18ILYDB04VEE9","lang2","123",0,15
"176","1","A18ILYDB04VEE9","lang2","130",1,16
"177","2","A18ILYDB04VEE9","lang2","137",1,17
"178","1","A18ILYDB04VEE9","lang2","144",0,18
"179","1","A18ILYDB04VEE9","lang2","151",0,19
"180","2","A18ILYDB04VEE9","lang2","158",1,20
"181","2","A18ILYDB04VEE9","lang2","165",1,21
"182","1","A18ILYDB04VEE9","lang2","172",0,22
"183","1","A18ILYDB04VEE9","lang2","179",0,23
"184","2","A18ILYDB04VEE9","lang2","186",1,24
"185","1","A18ILYDB04VEE9","lang2","193",0,25
"186","2","A18ILYDB04VEE9","lang2","200",1,26
"187","1","A18ILYDB04VEE9","lang2","207",0,27
"188","2","A18ILYDB04VEE9","lang2","214",1,28
"189","1","A18ILYDB04VEE9","lang2","221",0,29
"190","2","A18ILYDB04VEE9","lang2","228",1,30
"191","1","A18ILYDB04VEE9","lang2","235",0,31
"192","2","A18ILYDB04VEE9","lang2","242",1,32
"193","1","A1FDP7EMSL9T9F","lang1","25",1,1
"194","2","A1FDP7EMSL9T9F","lang1","32",0,2
"195","2","A1FDP7EMSL9T9F","lang1","39",0,3
"196","1","A1FDP7EMSL9T9F","lang1","46",0,4
"197","1","A1FDP7EMSL9T9F","lang1","53",0,5
"198","2","A1FDP7EMSL9T9F","lang1","60",0,6
"199","1","A1FDP7EMSL9T9F","lang1","67",1,7
"200","1","A1FDP7EMSL9T9F","lang1","74",0,8
"201","2","A1FDP7EMSL9T9F","lang1","81",1,9
"202","1","A1FDP7EMSL9T9F","lang1","88",0,10
"203","2","A1FDP7EMSL9T9F","lang1","95",0,11
"204","2","A1FDP7EMSL9T9F","lang1","102",1,12
"205","1","A1FDP7EMSL9T9F","lang1","109",1,13
"206","2","A1FDP7EMSL9T9F","lang1","116",0,14
"207","2","A1FDP7EMSL9T9F","lang1","123",1,15
"208","1","A1FDP7EMSL9T9F","lang1","130",0,16
"209","1","A1FDP7EMSL9T9F","lang1","137",1,17
"210","2","A1FDP7EMSL9T9F","lang1","144",0,18
"211","1","A1FDP7EMSL9T9F","lang1","151",1,19
"212","2","A1FDP7EMSL9T9F","lang1","158",0,20
"213","2","A1FDP7EMSL9T9F","lang1","165",1,21
"214","1","A1FDP7EMSL9T9F","lang1","172",1,22
"215","2","A1FDP7EMSL9T9F","lang1","179",1,23
"216","1","A1FDP7EMSL9T9F","lang1","186",0,24
"217","1","A1FDP7EMSL9T9F","lang1","193",1,25
"218","2","A1FDP7EMSL9T9F","lang1","200",1,26
"219","1","A1FDP7EMSL9T9F","lang1","207",0,27
"220","1","A1FDP7EMSL9T9F","lang1","214",0,28
"221","1","A1FDP7EMSL9T9F","lang1","221",1,29
"222","2","A1FDP7EMSL9T9F","lang1","228",1,30
"223","2","A1FDP7EMSL9T9F","lang1","235",1,31
"224","1","A1FDP7EMSL9T9F","lang1","242",1,32
"225","2","A1GFN7WDJ0GX5V","lang2","25",0,1
"226","2","A1GFN7WDJ0GX5V","lang2","32",0,2
"227","2","A1GFN7WDJ0GX5V","lang2","39",0,3
"228","1","A1GFN7WDJ0GX5V","lang2","46",1,4
"229","1","A1GFN7WDJ0GX5V","lang2","53",1,5
"230","1","A1GFN7WDJ0GX5V","lang2","60",1,6
"231","1","A1GFN7WDJ0GX5V","lang2","67",1,7
"232","1","A1GFN7WDJ0GX5V","lang2","74",1,8
"233","1","A1GFN7WDJ0GX5V","lang2","81",1,9
"234","1","A1GFN7WDJ0GX5V","lang2","88",1,10
"235","1","A1GFN7WDJ0GX5V","lang2","95",1,11
"236","1","A1GFN7WDJ0GX5V","lang2","102",1,12
"237","1","A1GFN7WDJ0GX5V","lang2","109",1,13
"238","1","A1GFN7WDJ0GX5V","lang2","116",1,14
"239","1","A1GFN7WDJ0GX5V","lang2","123",1,15
"240","1","A1GFN7WDJ0GX5V","lang2","130",1,16
"241","2","A1GFN7WDJ0GX5V","lang2","137",1,17
"242","2","A1GFN7WDJ0GX5V","lang2","144",1,18
"243","1","A1GFN7WDJ0GX5V","lang2","151",0,19
"244","2","A1GFN7WDJ0GX5V","lang2","158",1,20
"245","2","A1GFN7WDJ0GX5V","lang2","165",1,21
"246","1","A1GFN7WDJ0GX5V","lang2","172",0,22
"247","2","A1GFN7WDJ0GX5V","lang2","179",1,23
"248","1","A1GFN7WDJ0GX5V","lang2","186",0,24
"249","2","A1GFN7WDJ0GX5V","lang2","193",1,25
"250","2","A1GFN7WDJ0GX5V","lang2","200",1,26
"251","2","A1GFN7WDJ0GX5V","lang2","207",1,27
"252","2","A1GFN7WDJ0GX5V","lang2","214",1,28
"253","2","A1GFN7WDJ0GX5V","lang2","221",1,29
"254","2","A1GFN7WDJ0GX5V","lang2","228",1,30
"255","2","A1GFN7WDJ0GX5V","lang2","235",1,31
"256","2","A1GFN7WDJ0GX5V","lang2","242",1,32
"257","1","A1H42TSU79JTOW","lang2","25",1,1
"258","1","A1H42TSU79JTOW","lang2","32",1,2
"259","2","A1H42TSU79JTOW","lang2","39",0,3
"260","1","A1H42TSU79JTOW","lang2","46",1,4
"261","1","A1H42TSU79JTOW","lang2","53",1,5
"262","2","A1H42TSU79JTOW","lang2","60",0,6
"263","2","A1H42TSU79JTOW","lang2","67",0,7
"264","1","A1H42TSU79JTOW","lang2","74",1,8
"265","1","A1H42TSU79JTOW","lang2","81",1,9
"266","1","A1H42TSU79JTOW","lang2","88",1,10
"267","2","A1H42TSU79JTOW","lang2","95",0,11
"268","1","A1H42TSU79JTOW","lang2","102",1,12
"269","2","A1H42TSU79JTOW","lang2","109",0,13
"270","1","A1H42TSU79JTOW","lang2","116",1,14
"271","1","A1H42TSU79JTOW","lang2","123",1,15
"272","2","A1H42TSU79JTOW","lang2","130",0,16
"273","1","A1H42TSU79JTOW","lang2","137",0,17
"274","2","A1H42TSU79JTOW","lang2","144",1,18
"275","1","A1H42TSU79JTOW","lang2","151",0,19
"276","2","A1H42TSU79JTOW","lang2","158",1,20
"277","1","A1H42TSU79JTOW","lang2","165",0,21
"278","1","A1H42TSU79JTOW","lang2","172",0,22
"279","2","A1H42TSU79JTOW","lang2","179",1,23
"280","2","A1H42TSU79JTOW","lang2","186",1,24
"281","1","A1H42TSU79JTOW","lang2","193",0,25
"282","2","A1H42TSU79JTOW","lang2","200",1,26
"283","2","A1H42TSU79JTOW","lang2","207",1,27
"284","1","A1H42TSU79JTOW","lang2","214",0,28
"285","2","A1H42TSU79JTOW","lang2","221",1,29
"286","1","A1H42TSU79JTOW","lang2","228",0,30
"287","1","A1H42TSU79JTOW","lang2","235",0,31
"288","1","A1H42TSU79JTOW","lang2","242",0,32
"289","1","A1KAIOBTXQ77A6","lang1","25",1,1
"290","1","A1KAIOBTXQ77A6","lang1","32",1,2
"291","2","A1KAIOBTXQ77A6","lang1","39",0,3
"292","1","A1KAIOBTXQ77A6","lang1","46",0,4
"293","1","A1KAIOBTXQ77A6","lang1","53",0,5
"294","2","A1KAIOBTXQ77A6","lang1","60",0,6
"295","2","A1KAIOBTXQ77A6","lang1","67",0,7
"296","2","A1KAIOBTXQ77A6","lang1","74",1,8
"297","1","A1KAIOBTXQ77A6","lang1","81",0,9
"298","1","A1KAIOBTXQ77A6","lang1","88",0,10
"299","2","A1KAIOBTXQ77A6","lang1","95",0,11
"300","2","A1KAIOBTXQ77A6","lang1","102",1,12
"301","1","A1KAIOBTXQ77A6","lang1","109",1,13
"302","1","A1KAIOBTXQ77A6","lang1","116",1,14
"303","1","A1KAIOBTXQ77A6","lang1","123",0,15
"304","2","A1KAIOBTXQ77A6","lang1","130",1,16
"305","2","A1KAIOBTXQ77A6","lang1","137",0,17
"306","2","A1KAIOBTXQ77A6","lang1","144",0,18
"307","1","A1KAIOBTXQ77A6","lang1","151",1,19
"308","2","A1KAIOBTXQ77A6","lang1","158",0,20
"309","1","A1KAIOBTXQ77A6","lang1","165",0,21
"310","1","A1KAIOBTXQ77A6","lang1","172",1,22
"311","1","A1KAIOBTXQ77A6","lang1","179",0,23
"312","1","A1KAIOBTXQ77A6","lang1","186",0,24
"313","1","A1KAIOBTXQ77A6","lang1","193",1,25
"314","1","A1KAIOBTXQ77A6","lang1","200",0,26
"315","1","A1KAIOBTXQ77A6","lang1","207",0,27
"316","1","A1KAIOBTXQ77A6","lang1","214",0,28
"317","1","A1KAIOBTXQ77A6","lang1","221",1,29
"318","2","A1KAIOBTXQ77A6","lang1","228",1,30
"319","2","A1KAIOBTXQ77A6","lang1","235",1,31
"320","1","A1KAIOBTXQ77A6","lang1","242",1,32
"321","2","A1Q0N5H1DXMK0V","lang1","25",0,1
"322","1","A1Q0N5H1DXMK0V","lang1","32",1,2
"323","2","A1Q0N5H1DXMK0V","lang1","39",0,3
"324","2","A1Q0N5H1DXMK0V","lang1","46",1,4
"325","2","A1Q0N5H1DXMK0V","lang1","53",1,5
"326","1","A1Q0N5H1DXMK0V","lang1","60",1,6
"327","2","A1Q0N5H1DXMK0V","lang1","67",0,7
"328","2","A1Q0N5H1DXMK0V","lang1","74",1,8
"329","2","A1Q0N5H1DXMK0V","lang1","81",1,9
"330","2","A1Q0N5H1DXMK0V","lang1","88",1,10
"331","1","A1Q0N5H1DXMK0V","lang1","95",1,11
"332","2","A1Q0N5H1DXMK0V","lang1","102",1,12
"333","1","A1Q0N5H1DXMK0V","lang1","109",1,13
"334","2","A1Q0N5H1DXMK0V","lang1","116",0,14
"335","1","A1Q0N5H1DXMK0V","lang1","123",0,15
"336","2","A1Q0N5H1DXMK0V","lang1","130",1,16
"337","2","A1Q0N5H1DXMK0V","lang1","137",0,17
"338","2","A1Q0N5H1DXMK0V","lang1","144",0,18
"339","1","A1Q0N5H1DXMK0V","lang1","151",1,19
"340","1","A1Q0N5H1DXMK0V","lang1","158",1,20
"341","2","A1Q0N5H1DXMK0V","lang1","165",1,21
"342","1","A1Q0N5H1DXMK0V","lang1","172",1,22
"343","2","A1Q0N5H1DXMK0V","lang1","179",1,23
"344","1","A1Q0N5H1DXMK0V","lang1","186",0,24
"345","1","A1Q0N5H1DXMK0V","lang1","193",1,25
"346","1","A1Q0N5H1DXMK0V","lang1","200",0,26
"347","1","A1Q0N5H1DXMK0V","lang1","207",0,27
"348","1","A1Q0N5H1DXMK0V","lang1","214",0,28
"349","1","A1Q0N5H1DXMK0V","lang1","221",1,29
"350","1","A1Q0N5H1DXMK0V","lang1","228",0,30
"351","2","A1Q0N5H1DXMK0V","lang1","235",1,31
"352","1","A1Q0N5H1DXMK0V","lang1","242",1,32
"353","2","A1UY2W2FL9CWN","lang1","25",0,1
"354","1","A1UY2W2FL9CWN","lang1","32",1,2
"355","2","A1UY2W2FL9CWN","lang1","39",0,3
"356","1","A1UY2W2FL9CWN","lang1","46",0,4
"357","2","A1UY2W2FL9CWN","lang1","53",1,5
"358","2","A1UY2W2FL9CWN","lang1","60",0,6
"359","2","A1UY2W2FL9CWN","lang1","67",0,7
"360","2","A1UY2W2FL9CWN","lang1","74",1,8
"361","1","A1UY2W2FL9CWN","lang1","81",0,9
"362","2","A1UY2W2FL9CWN","lang1","88",1,10
"363","1","A1UY2W2FL9CWN","lang1","95",1,11
"364","2","A1UY2W2FL9CWN","lang1","102",1,12
"365","2","A1UY2W2FL9CWN","lang1","109",0,13
"366","2","A1UY2W2FL9CWN","lang1","116",0,14
"367","1","A1UY2W2FL9CWN","lang1","123",0,15
"368","1","A1UY2W2FL9CWN","lang1","130",0,16
"369","1","A1UY2W2FL9CWN","lang1","137",1,17
"370","2","A1UY2W2FL9CWN","lang1","144",0,18
"371","1","A1UY2W2FL9CWN","lang1","151",1,19
"372","1","A1UY2W2FL9CWN","lang1","158",1,20
"373","2","A1UY2W2FL9CWN","lang1","165",1,21
"374","1","A1UY2W2FL9CWN","lang1","172",1,22
"375","2","A1UY2W2FL9CWN","lang1","179",1,23
"376","2","A1UY2W2FL9CWN","lang1","186",1,24
"377","1","A1UY2W2FL9CWN","lang1","193",1,25
"378","2","A1UY2W2FL9CWN","lang1","200",1,26
"379","1","A1UY2W2FL9CWN","lang1","207",0,27
"380","1","A1UY2W2FL9CWN","lang1","214",0,28
"381","2","A1UY2W2FL9CWN","lang1","221",0,29
"382","2","A1UY2W2FL9CWN","lang1","228",1,30
"383","2","A1UY2W2FL9CWN","lang1","235",1,31
"384","1","A1UY2W2FL9CWN","lang1","242",1,32
"385","1","A1VOWQJOBWOVKG","lang2","25",1,1
"386","1","A1VOWQJOBWOVKG","lang2","32",1,2
"387","1","A1VOWQJOBWOVKG","lang2","39",1,3
"388","1","A1VOWQJOBWOVKG","lang2","46",1,4
"389","1","A1VOWQJOBWOVKG","lang2","53",1,5
"390","2","A1VOWQJOBWOVKG","lang2","60",0,6
"391","2","A1VOWQJOBWOVKG","lang2","67",0,7
"392","2","A1VOWQJOBWOVKG","lang2","74",0,8
"393","1","A1VOWQJOBWOVKG","lang2","81",1,9
"394","1","A1VOWQJOBWOVKG","lang2","88",1,10
"395","1","A1VOWQJOBWOVKG","lang2","95",1,11
"396","1","A1VOWQJOBWOVKG","lang2","102",1,12
"397","2","A1VOWQJOBWOVKG","lang2","109",0,13
"398","2","A1VOWQJOBWOVKG","lang2","116",0,14
"399","1","A1VOWQJOBWOVKG","lang2","123",1,15
"400","1","A1VOWQJOBWOVKG","lang2","130",1,16
"401","1","A1VOWQJOBWOVKG","lang2","137",0,17
"402","1","A1VOWQJOBWOVKG","lang2","144",0,18
"403","2","A1VOWQJOBWOVKG","lang2","151",1,19
"404","1","A1VOWQJOBWOVKG","lang2","158",0,20
"405","2","A1VOWQJOBWOVKG","lang2","165",1,21
"406","1","A1VOWQJOBWOVKG","lang2","172",0,22
"407","1","A1VOWQJOBWOVKG","lang2","179",0,23
"408","2","A1VOWQJOBWOVKG","lang2","186",1,24
"409","1","A1VOWQJOBWOVKG","lang2","193",0,25
"410","1","A1VOWQJOBWOVKG","lang2","200",0,26
"411","2","A1VOWQJOBWOVKG","lang2","207",1,27
"412","2","A1VOWQJOBWOVKG","lang2","214",1,28
"413","1","A1VOWQJOBWOVKG","lang2","221",0,29
"414","1","A1VOWQJOBWOVKG","lang2","228",0,30
"415","2","A1VOWQJOBWOVKG","lang2","235",1,31
"416","2","A1VOWQJOBWOVKG","lang2","242",1,32
"417","1","A222XREQ12K58P","lang2","23",1,1
"418","1","A222XREQ12K58P","lang2","30",1,2
"419","1","A222XREQ12K58P","lang2","37",1,3
"420","1","A222XREQ12K58P","lang2","44",1,4
"421","1","A222XREQ12K58P","lang2","51",1,5
"422","1","A222XREQ12K58P","lang2","58",1,6
"423","1","A222XREQ12K58P","lang2","65",1,7
"424","1","A222XREQ12K58P","lang2","72",1,8
"425","1","A222XREQ12K58P","lang2","79",1,9
"426","1","A222XREQ12K58P","lang2","86",1,10
"427","1","A222XREQ12K58P","lang2","93",1,11
"428","1","A222XREQ12K58P","lang2","100",1,12
"429","1","A222XREQ12K58P","lang2","107",1,13
"430","1","A222XREQ12K58P","lang2","114",1,14
"431","1","A222XREQ12K58P","lang2","121",1,15
"432","1","A222XREQ12K58P","lang2","128",1,16
"433","2","A222XREQ12K58P","lang2","135",1,17
"434","2","A222XREQ12K58P","lang2","142",1,18
"435","2","A222XREQ12K58P","lang2","149",1,19
"436","2","A222XREQ12K58P","lang2","156",1,20
"437","2","A222XREQ12K58P","lang2","163",1,21
"438","2","A222XREQ12K58P","lang2","170",1,22
"439","2","A222XREQ12K58P","lang2","177",1,23
"440","2","A222XREQ12K58P","lang2","184",1,24
"441","2","A222XREQ12K58P","lang2","191",1,25
"442","2","A222XREQ12K58P","lang2","198",1,26
"443","2","A222XREQ12K58P","lang2","205",1,27
"444","2","A222XREQ12K58P","lang2","212",1,28
"445","2","A222XREQ12K58P","lang2","219",1,29
"446","2","A222XREQ12K58P","lang2","226",1,30
"447","2","A222XREQ12K58P","lang2","233",1,31
"448","2","A222XREQ12K58P","lang2","240",1,32
"449","1","A25N0K40JAZTN1","lang2","25",1,1
"450","1","A25N0K40JAZTN1","lang2","32",1,2
"451","2","A25N0K40JAZTN1","lang2","39",0,3
"452","2","A25N0K40JAZTN1","lang2","46",0,4
"453","1","A25N0K40JAZTN1","lang2","53",1,5
"454","2","A25N0K40JAZTN1","lang2","60",0,6
"455","2","A25N0K40JAZTN1","lang2","67",0,7
"456","1","A25N0K40JAZTN1","lang2","74",1,8
"457","2","A25N0K40JAZTN1","lang2","81",0,9
"458","1","A25N0K40JAZTN1","lang2","88",1,10
"459","1","A25N0K40JAZTN1","lang2","95",1,11
"460","1","A25N0K40JAZTN1","lang2","102",1,12
"461","2","A25N0K40JAZTN1","lang2","109",0,13
"462","2","A25N0K40JAZTN1","lang2","116",0,14
"463","1","A25N0K40JAZTN1","lang2","123",1,15
"464","1","A25N0K40JAZTN1","lang2","130",1,16
"465","1","A25N0K40JAZTN1","lang2","137",0,17
"466","2","A25N0K40JAZTN1","lang2","144",1,18
"467","1","A25N0K40JAZTN1","lang2","151",0,19
"468","2","A25N0K40JAZTN1","lang2","158",1,20
"469","2","A25N0K40JAZTN1","lang2","165",1,21
"470","1","A25N0K40JAZTN1","lang2","172",0,22
"471","1","A25N0K40JAZTN1","lang2","179",0,23
"472","2","A25N0K40JAZTN1","lang2","186",1,24
"473","1","A25N0K40JAZTN1","lang2","193",0,25
"474","1","A25N0K40JAZTN1","lang2","200",0,26
"475","1","A25N0K40JAZTN1","lang2","207",0,27
"476","1","A25N0K40JAZTN1","lang2","214",0,28
