"","ans","subj","cond","trial_index","corr","reindex"
"1063","2","A3RS7UCO7CQ74R","lang1","67",0,7
"1064","2","A3RS7UCO7CQ74R","lang1","74",1,8
"1065","1","A3RS7UCO7CQ74R","lang1","81",0,9
"1066","2","A3RS7UCO7CQ74R","lang1","88",1,10
"1067","1","A3RS7UCO7CQ74R","lang1","95",1,11
"1068","2","A3RS7UCO7CQ74R","lang1","102",1,12
"1069","1","A3RS7UCO7CQ74R","lang1","109",1,13
"1070","1","A3RS7UCO7CQ74R","lang1","116",1,14
"1071","2","A3RS7UCO7CQ74R","lang1","123",1,15
"1072","1","A3RS7UCO7CQ74R","lang1","130",0,16
"1073","1","A3RS7UCO7CQ74R","lang1","137",1,17
"1074","2","A3RS7UCO7CQ74R","lang1","144",0,18
"1075","1","A3RS7UCO7CQ74R","lang1","151",1,19
"1076","1","A3RS7UCO7CQ74R","lang1","158",1,20
"1077","1","A3RS7UCO7CQ74R","lang1","165",0,21
"1078","1","A3RS7UCO7CQ74R","lang1","172",1,22
"1079","2","A3RS7UCO7CQ74R","lang1","179",1,23
"1080","2","A3RS7UCO7CQ74R","lang1","186",1,24
"1081","1","A3RS7UCO7CQ74R","lang1","193",1,25
"1082","1","A3RS7UCO7CQ74R","lang1","200",0,26
"1083","2","A3RS7UCO7CQ74R","lang1","207",1,27
"1084","1","A3RS7UCO7CQ74R","lang1","214",0,28
"1085","2","A3RS7UCO7CQ74R","lang1","221",0,29
"1086","1","A3RS7UCO7CQ74R","lang1","228",0,30
"1087","1","A3RS7UCO7CQ74R","lang1","235",0,31
"1088","2","A3RS7UCO7CQ74R","lang1","242",0,32
"1089","2","A3SD02HCW68EUL","lang2","25",0,1
"1090","2","A3SD02HCW68EUL","lang2","32",0,2
"1091","2","A3SD02HCW68EUL","lang2","39",0,3
"1092","2","A3SD02HCW68EUL","lang2","46",0,4
"1093","2","A3SD02HCW68EUL","lang2","53",0,5
"1094","2","A3SD02HCW68EUL","lang2","60",0,6
"1095","2","A3SD02HCW68EUL","lang2","67",0,7
"1096","2","A3SD02HCW68EUL","lang2","74",0,8
"1097","2","A3SD02HCW68EUL","lang2","81",0,9
"1098","1","A3SD02HCW68EUL","lang2","88",1,10
"1099","1","A3SD02HCW68EUL","lang2","95",1,11
"1100","2","A3SD02HCW68EUL","lang2","102",0,12
"1101","2","A3SD02HCW68EUL","lang2","109",0,13
"1102","2","A3SD02HCW68EUL","lang2","116",0,14
"1103","1","A3SD02HCW68EUL","lang2","123",1,15
"1104","1","A3SD02HCW68EUL","lang2","130",1,16
"1105","2","A3SD02HCW68EUL","lang2","137",1,17
"1106","1","A3SD02HCW68EUL","lang2","144",0,18
"1107","1","A3SD02HCW68EUL","lang2","151",0,19
"1108","2","A3SD02HCW68EUL","lang2","158",1,20
"1109","1","A3SD02HCW68EUL","lang2","165",0,21
"1110","2","A3SD02HCW68EUL","lang2","172",1,22
"1111","1","A3SD02HCW68EUL","lang2","179",0,23
"1112","2","A3SD02HCW68EUL","lang2","186",1,24
"1113","2","A3SD02HCW68EUL","lang2","193",1,25
"1114","2","A3SD02HCW68EUL","lang2","200",1,26
"1115","2","A3SD02HCW68EUL","lang2","207",1,27
"1116","2","A3SD02HCW68EUL","lang2","214",1,28
"1117","1","A3SD02HCW68EUL","lang2","221",0,29
"1118","1","A3SD02HCW68EUL","lang2","228",0,30
"1119","2","A3SD02HCW68EUL","lang2","235",1,31
"1120","1","A3SD02HCW68EUL","lang2","242",0,32
"1121","1","A3TQMAB3SC1LNU","lang1","25",1,1
"1122","1","A3TQMAB3SC1LNU","lang1","32",1,2
"1123","2","A3TQMAB3SC1LNU","lang1","39",0,3
"1124","2","A3TQMAB3SC1LNU","lang1","46",1,4
"1125","2","A3TQMAB3SC1LNU","lang1","53",1,5
"1126","1","A3TQMAB3SC1LNU","lang1","60",1,6
"1127","1","A3TQMAB3SC1LNU","lang1","67",1,7
"1128","1","A3TQMAB3SC1LNU","lang1","74",0,8
"1129","2","A3TQMAB3SC1LNU","lang1","81",1,9
"1130","2","A3TQMAB3SC1LNU","lang1","88",1,10
"1131","2","A3TQMAB3SC1LNU","lang1","95",0,11
"1132","2","A3TQMAB3SC1LNU","lang1","102",1,12
"1133","1","A3TQMAB3SC1LNU","lang1","109",1,13
"1134","1","A3TQMAB3SC1LNU","lang1","116",1,14
"1135","1","A3TQMAB3SC1LNU","lang1","123",0,15
"1136","1","A3TQMAB3SC1LNU","lang1","130",0,16
"1137","2","A3TQMAB3SC1LNU","lang1","137",0,17
"1138","1","A3TQMAB3SC1LNU","lang1","144",1,18
"1139","2","A3TQMAB3SC1LNU","lang1","151",0,19
"1140","2","A3TQMAB3SC1LNU","lang1","158",0,20
"1141","1","A3TQMAB3SC1LNU","lang1","165",0,21
"1142","2","A3TQMAB3SC1LNU","lang1","172",0,22
"1143","1","A3TQMAB3SC1LNU","lang1","179",0,23
"1144","2","A3TQMAB3SC1LNU","lang1","186",1,24
"1145","2","A3TQMAB3SC1LNU","lang1","193",0,25
"1146","1","A3TQMAB3SC1LNU","lang1","200",0,26
"1147","2","A3TQMAB3SC1LNU","lang1","207",1,27
"1148","1","A3TQMAB3SC1LNU","lang1","214",0,28
"1149","1","A3TQMAB3SC1LNU","lang1","221",1,29
"1150","1","A3TQMAB3SC1LNU","lang1","228",0,30
"1151","2","A3TQMAB3SC1LNU","lang1","235",1,31
"1152","1","A3TQMAB3SC1LNU","lang1","242",1,32
"1153","1","A3UVW94KB9UBAJ","lang2","25",1,1
"1154","1","A3UVW94KB9UBAJ","lang2","32",1,2
"1155","1","A3UVW94KB9UBAJ","lang2","39",1,3
"1156","2","A3UVW94KB9UBAJ","lang2","46",0,4
"1157","2","A3UVW94KB9UBAJ","lang2","53",0,5
"1158","2","A3UVW94KB9UBAJ","lang2","60",0,6
"1159","2","A3UVW94KB9UBAJ","lang2","67",0,7
"1160","2","A3UVW94KB9UBAJ","lang2","74",0,8
"1161","1","A3UVW94KB9UBAJ","lang2","81",1,9
"1162","1","A3UVW94KB9UBAJ","lang2","88",1,10
"1163","1","A3UVW94KB9UBAJ","lang2","95",1,11
"1164","2","A3UVW94KB9UBAJ","lang2","102",0,12
"1165","2","A3UVW94KB9UBAJ","lang2","109",0,13
"1166","1","A3UVW94KB9UBAJ","lang2","116",1,14
"1167","1","A3UVW94KB9UBAJ","lang2","123",1,15
"1168","1","A3UVW94KB9UBAJ","lang2","130",1,16
"1169","1","A3UVW94KB9UBAJ","lang2","137",0,17
"1170","1","A3UVW94KB9UBAJ","lang2","144",0,18
"1171","1","A3UVW94KB9UBAJ","lang2","151",0,19
"1172","1","A3UVW94KB9UBAJ","lang2","158",0,20
"1173","2","A3UVW94KB9UBAJ","lang2","165",1,21
"1174","2","A3UVW94KB9UBAJ","lang2","172",1,22
"1175","2","A3UVW94KB9UBAJ","lang2","179",1,23
"1176","1","A3UVW94KB9UBAJ","lang2","186",0,24
"1177","2","A3UVW94KB9UBAJ","lang2","193",1,25
"1178","2","A3UVW94KB9UBAJ","lang2","200",1,26
"1179","2","A3UVW94KB9UBAJ","lang2","207",1,27
"1180","1","A3UVW94KB9UBAJ","lang2","214",0,28
"1181","1","A3UVW94KB9UBAJ","lang2","221",0,29
"1182","1","A3UVW94KB9UBAJ","lang2","228",0,30
"1183","1","A3UVW94KB9UBAJ","lang2","235",0,31
"1184","2","A3UVW94KB9UBAJ","lang2","242",1,32
"1185","1","A4J7IJ84V1PJL","lang1","25",1,1
"1186","2","A4J7IJ84V1PJL","lang1","32",0,2
"1187","2","A4J7IJ84V1PJL","lang1","39",0,3
"1188","1","A4J7IJ84V1PJL","lang1","46",0,4
"1189","2","A4J7IJ84V1PJL","lang1","53",1,5
"1190","1","A4J7IJ84V1PJL","lang1","60",1,6
"1191","2","A4J7IJ84V1PJL","lang1","67",0,7
"1192","2","A4J7IJ84V1PJL","lang1","74",1,8
"1193","2","A4J7IJ84V1PJL","lang1","81",1,9
"1194","1","A4J7IJ84V1PJL","lang1","88",0,10
"1195","1","A4J7IJ84V1PJL","lang1","95",1,11
"1196","2","A4J7IJ84V1PJL","lang1","102",1,12
"1197","1","A4J7IJ84V1PJL","lang1","109",1,13
"1198","1","A4J7IJ84V1PJL","lang1","116",1,14
"1199","1","A4J7IJ84V1PJL","lang1","123",0,15
"1200","1","A4J7IJ84V1PJL","lang1","130",0,16
"1201","1","A4J7IJ84V1PJL","lang1","137",1,17
"1202","2","A4J7IJ84V1PJL","lang1","144",0,18
"1203","2","A4J7IJ84V1PJL","lang1","151",0,19
"1204","1","A4J7IJ84V1PJL","lang1","158",1,20
"1205","2","A4J7IJ84V1PJL","lang1","165",1,21
"1206","1","A4J7IJ84V1PJL","lang1","172",1,22
"1207","2","A4J7IJ84V1PJL","lang1","179",1,23
"1208","2","A4J7IJ84V1PJL","lang1","186",1,24
"1209","1","A4J7IJ84V1PJL","lang1","193",1,25
"1210","2","A4J7IJ84V1PJL","lang1","200",1,26
"1211","1","A4J7IJ84V1PJL","lang1","207",0,27
"1212","2","A4J7IJ84V1PJL","lang1","214",1,28
"1213","1","A4J7IJ84V1PJL","lang1","221",1,29
"1214","2","A4J7IJ84V1PJL","lang1","228",1,30
"1215","2","A4J7IJ84V1PJL","lang1","235",1,31
"1216","1","A4J7IJ84V1PJL","lang1","242",1,32
"1217","1","A4NBA4U28RA5V","lang2","25",1,1
"1218","1","A4NBA4U28RA5V","lang2","32",1,2
"1219","1","A4NBA4U28RA5V","lang2","39",1,3
"1220","1","A4NBA4U28RA5V","lang2","46",1,4
"1221","1","A4NBA4U28RA5V","lang2","53",1,5
"1222","1","A4NBA4U28RA5V","lang2","60",1,6
"1223","1","A4NBA4U28RA5V","lang2","67",1,7
"1224","1","A4NBA4U28RA5V","lang2","74",1,8
"1225","1","A4NBA4U28RA5V","lang2","81",1,9
"1226","1","A4NBA4U28RA5V","lang2","88",1,10
"1227","1","A4NBA4U28RA5V","lang2","95",1,11
"1228","1","A4NBA4U28RA5V","lang2","102",1,12
"1229","1","A4NBA4U28RA5V","lang2","109",1,13
"1230","1","A4NBA4U28RA5V","lang2","116",1,14
"1231","1","A4NBA4U28RA5V","lang2","123",1,15
"1232","1","A4NBA4U28RA5V","lang2","130",1,16
"1233","2","A4NBA4U28RA5V","lang2","137",1,17
"1234","2","A4NBA4U28RA5V","lang2","144",1,18
"1235","2","A4NBA4U28RA5V","lang2","151",1,19
"1236","2","A4NBA4U28RA5V","lang2","158",1,20
"1237","2","A4NBA4U28RA5V","lang2","165",1,21
"1238","2","A4NBA4U28RA5V","lang2","172",1,22
"1239","2","A4NBA4U28RA5V","lang2","179",1,23
"1240","2","A4NBA4U28RA5V","lang2","186",1,24
"1241","2","A4NBA4U28RA5V","lang2","193",1,25
"1242","2","A4NBA4U28RA5V","lang2","200",1,26
"1243","2","A4NBA4U28RA5V","lang2","207",1,27
"1244","2","A4NBA4U28RA5V","lang2","214",1,28
"1245","2","A4NBA4U28RA5V","lang2","221",1,29
"1246","2","A4NBA4U28RA5V","lang2","228",1,30
"1247","2","A4NBA4U28RA5V","lang2","235",1,31
"1248","2","A4NBA4U28RA5V","lang2","242",1,32
"1249","1","A9AGWXBGQV61L","lang1","25",1,1
"1250","2","A9AGWXBGQV61L","lang1","32",0,2
"1251","2","A9AGWXBGQV61L","lang1","39",0,3
"1252","1","A9AGWXBGQV61L","lang1","46",0,4
"1253","2","A9AGWXBGQV61L","lang1","53",1,5
"1254","1","A9AGWXBGQV61L","lang1","60",1,6
"1255","2","A9AGWXBGQV61L","lang1","67",0,7
"1256","2","A9AGWXBGQV61L","lang1","74",1,8
"1257","2","A9AGWXBGQV61L","lang1","81",1,9
"1258","2","A9AGWXBGQV61L","lang1","88",1,10
"1259","2","A9AGWXBGQV61L","lang1","95",0,11
"1260","2","A9AGWXBGQV61L","lang1","102",1,12
"1261","2","A9AGWXBGQV61L","lang1","109",0,13
"1262","1","A9AGWXBGQV61L","lang1","116",1,14
"1263","2","A9AGWXBGQV61L","lang1","123",1,15
"1264","2","A9AGWXBGQV61L","lang1","130",1,16
"1265","2","A9AGWXBGQV61L","lang1","137",0,17
"1266","2","A9AGWXBGQV61L","lang1","144",0,18
"1267","2","A9AGWXBGQV61L","lang1","151",0,19
"1268","2","A9AGWXBGQV61L","lang1","158",0,20
"1269","2","A9AGWXBGQV61L","lang1","165",1,21
"1270","2","A9AGWXBGQV61L","lang1","172",0,22
"1271","2","A9AGWXBGQV61L","lang1","179",1,23
"1272","2","A9AGWXBGQV61L","lang1","186",1,24
"1273","1","A9AGWXBGQV61L","lang1","193",1,25
"1274","1","A9AGWXBGQV61L","lang1","200",0,26
"1275","2","A9AGWXBGQV61L","lang1","207",1,27
"1276","2","A9AGWXBGQV61L","lang1","214",1,28
"1277","2","A9AGWXBGQV61L","lang1","221",0,29
"1278","2","A9AGWXBGQV61L","lang1","228",1,30
"1279","2","A9AGWXBGQV61L","lang1","235",1,31
"1280","1","A9AGWXBGQV61L","lang1","242",1,32
"1281","1","AF9NBMEJ385W9","lang2","25",1,1
"1282","2","AF9NBMEJ385W9","lang2","32",0,2
"1283","1","AF9NBMEJ385W9","lang2","39",1,3
"1284","1","AF9NBMEJ385W9","lang2","46",1,4
"1285","2","AF9NBMEJ385W9","lang2","53",0,5
"1286","2","AF9NBMEJ385W9","lang2","60",0,6
"1287","2","AF9NBMEJ385W9","lang2","67",0,7
"1288","1","AF9NBMEJ385W9","lang2","74",1,8
"1289","1","AF9NBMEJ385W9","lang2","81",1,9
"1290","1","AF9NBMEJ385W9","lang2","88",1,10
"1291","2","AF9NBMEJ385W9","lang2","95",0,11
"1292","1","AF9NBMEJ385W9","lang2","102",1,12
"1293","1","AF9NBMEJ385W9","lang2","109",1,13
"1294","1","AF9NBMEJ385W9","lang2","116",1,14
"1295","2","AF9NBMEJ385W9","lang2","123",0,15
"1296","1","AF9NBMEJ385W9","lang2","130",1,16
"1297","1","AF9NBMEJ385W9","lang2","137",0,17
"1298","2","AF9NBMEJ385W9","lang2","144",1,18
"1299","1","AF9NBMEJ385W9","lang2","151",0,19
"1300","1","AF9NBMEJ385W9","lang2","158",0,20
"1301","1","AF9NBMEJ385W9","lang2","165",0,21
"1302","2","AF9NBMEJ385W9","lang2","172",1,22
"1303","1","AF9NBMEJ385W9","lang2","179",0,23
"1304","2","AF9NBMEJ385W9","lang2","186",1,24
"1305","1","AF9NBMEJ385W9","lang2","193",0,25
"1306","2","AF9NBMEJ385W9","lang2","200",1,26
"1307","1","AF9NBMEJ385W9","lang2","207",0,27
"1308","1","AF9NBMEJ385W9","lang2","214",0,28
"1309","1","AF9NBMEJ385W9","lang2","221",0,29
"1310","2","AF9NBMEJ385W9","lang2","228",1,30
"1311","1","AF9NBMEJ385W9","lang2","235",0,31
"1312","1","AF9NBMEJ385W9","lang2","242",0,32
"1313","1","ANPTDUX6LOGYY","lang2","25",1,1
"1314","1","ANPTDUX6LOGYY","lang2","32",1,2
"1315","1","ANPTDUX6LOGYY","lang2","39",1,3
"1316","2","ANPTDUX6LOGYY","lang2","46",0,4
"1317","2","ANPTDUX6LOGYY","lang2","53",0,5
"1318","1","ANPTDUX6LOGYY","lang2","60",1,6
"1319","1","ANPTDUX6LOGYY","lang2","67",1,7
"1320","1","ANPTDUX6LOGYY","lang2","74",1,8
"1321","2","ANPTDUX6LOGYY","lang2","81",0,9
"1322","1","ANPTDUX6LOGYY","lang2","88",1,10
"1323","1","ANPTDUX6LOGYY","lang2","95",1,11
"1324","1","ANPTDUX6LOGYY","lang2","102",1,12
"1325","2","ANPTDUX6LOGYY","lang2","109",0,13
"1326","1","ANPTDUX6LOGYY","lang2","116",1,14
"1327","2","ANPTDUX6LOGYY","lang2","123",0,15
"1328","2","ANPTDUX6LOGYY","lang2","130",0,16
"1329","1","ANPTDUX6LOGYY","lang2","137",0,17
"1330","1","ANPTDUX6LOGYY","lang2","144",0,18
"1331","2","ANPTDUX6LOGYY","lang2","151",1,19
"1332","1","ANPTDUX6LOGYY","lang2","158",0,20
"1333","2","ANPTDUX6LOGYY","lang2","165",1,21
"1334","1","ANPTDUX6LOGYY","lang2","172",0,22
"1335","1","ANPTDUX6LOGYY","lang2","179",0,23
"1336","1","ANPTDUX6LOGYY","lang2","186",0,24
"1337","1","ANPTDUX6LOGYY","lang2","193",0,25
"1338","2","ANPTDUX6LOGYY","lang2","200",1,26
"1339","1","ANPTDUX6LOGYY","lang2","207",0,27
"1340","1","ANPTDUX6LOGYY","lang2","214",0,28
"1341","1","ANPTDUX6LOGYY","lang2","221",0,29
"1342","2","ANPTDUX6LOGYY","lang2","228",1,30
"1343","1","ANPTDUX6LOGYY","lang2","235",0,31
"1344","1","ANPTDUX6LOGYY","lang2","242",0,32
"1345","1","AR22D9E55HQBF","lang2","25",1,1
"1346","1","AR22D9E55HQBF","lang2","32",1,2
"1347","1","AR22D9E55HQBF","lang2","39",1,3
"1348","1","AR22D9E55HQBF","lang2","46",1,4
"1349","1","AR22D9E55HQBF","lang2","53",1,5
"1350","1","AR22D9E55HQBF","lang2","60",1,6
"1351","1","AR22D9E55HQBF","lang2","67",1,7
"1352","1","AR22D9E55HQBF","lang2","74",1,8
"1353","1","AR22D9E55HQBF","lang2","81",1,9
"1354","1","AR22D9E55HQBF","lang2","88",1,10
"1355","1","AR22D9E55HQBF","lang2","95",1,11
"1356","1","AR22D9E55HQBF","lang2","102",1,12
"1357","1","AR22D9E55HQBF","lang2","109",1,13
"1358","1","AR22D9E55HQBF","lang2","116",1,14
"1359","1","AR22D9E55HQBF","lang2","123",1,15
"1360","1","AR22D9E55HQBF","lang2","130",1,16
"1361","2","AR22D9E55HQBF","lang2","137",1,17
"1362","2","AR22D9E55HQBF","lang2","144",1,18
"1363","2","AR22D9E55HQBF","lang2","151",1,19
"1364","2","AR22D9E55HQBF","lang2","158",1,20
"1365","2","AR22D9E55HQBF","lang2","165",1,21
"1366","2","AR22D9E55HQBF","lang2","172",1,22
"1367","2","AR22D9E55HQBF","lang2","179",1,23
"1368","2","AR22D9E55HQBF","lang2","186",1,24
"1369","2","AR22D9E55HQBF","lang2","193",1,25
"1370","2","AR22D9E55HQBF","lang2","200",1,26
"1371","2","AR22D9E55HQBF","lang2","207",1,27
"1372","2","AR22D9E55HQBF","lang2","214",1,28
"1373","2","AR22D9E55HQBF","lang2","221",1,29
"1374","2","AR22D9E55HQBF","lang2","228",1,30
"1375","2","AR22D9E55HQBF","lang2","235",1,31
"1376","2","AR22D9E55HQBF","lang2","242",1,32
"1377","1","AZFJ4Y7VFQBDH","lang2","25",1,1
"1378","2","AZFJ4Y7VFQBDH","lang2","32",0,2
"1379","1","AZFJ4Y7VFQBDH","lang2","39",1,3
"1380","1","AZFJ4Y7VFQBDH","lang2","46",1,4
"1381","1","AZFJ4Y7VFQBDH","lang2","53",1,5
"1382","2","AZFJ4Y7VFQBDH","lang2","60",0,6
"1383","1","AZFJ4Y7VFQBDH","lang2","67",1,7
"1384","1","AZFJ4Y7VFQBDH","lang2","74",1,8
"1385","1","AZFJ4Y7VFQBDH","lang2","81",1,9
"1386","1","AZFJ4Y7VFQBDH","lang2","88",1,10
"1387","2","AZFJ4Y7VFQBDH","lang2","95",0,11
"1388","2","AZFJ4Y7VFQBDH","lang2","102",0,12
"1389","1","AZFJ4Y7VFQBDH","lang2","109",1,13
"1390","1","AZFJ4Y7VFQBDH","lang2","116",1,14
"1391","1","AZFJ4Y7VFQBDH","lang2","123",1,15
"1392","1","AZFJ4Y7VFQBDH","lang2","130",1,16
"1393","1","AZFJ4Y7VFQBDH","lang2","137",0,17
"1394","1","AZFJ4Y7VFQBDH","lang2","144",0,18
"1395","1","AZFJ4Y7VFQBDH","lang2","151",0,19
"1396","1","AZFJ4Y7VFQBDH","lang2","158",0,20
"1397","1","AZFJ4Y7VFQBDH","lang2","165",0,21
"1398","1","AZFJ4Y7VFQBDH","lang2","172",0,22
"1399","1","AZFJ4Y7VFQBDH","lang2","179",0,23
"1400","2","AZFJ4Y7VFQBDH","lang2","186",1,24
"1401","1","AZFJ4Y7VFQBDH","lang2","193",0,25
"1402","1","AZFJ4Y7VFQBDH","lang2","200",0,26
"1403","1","AZFJ4Y7VFQBDH","lang2","207",0,27
"1404","1","AZFJ4Y7VFQBDH","lang2","214",0,28
"1405","1","AZFJ4Y7VFQBDH","lang2","221",0,29
"1406","1","AZFJ4Y7VFQBDH","lang2","228",0,30
"1407","1","AZFJ4Y7VFQBDH","lang2","235",0,31
"1408","1","AZFJ4Y7VFQBDH","lang2","242",0,32
"1409","1","mltsip0784","lang2","25",1,1
"1410","1","mltsip0784","lang2","32",1,2
"1411","1","mltsip0784","lang2","39",1,3
"1412","1","mltsip0784","lang2","46",1,4
"1413","1","mltsip0784","lang2","53",1,5
"1414","2","mltsip0784","lang2","60",0,6
"1415","2","mltsip0784","lang2","67",0,7
"1416","2","mltsip0784","lang2","74",0,8
"1417","1","mltsip0784","lang2","81",1,9
"1418","1","mltsip0784","lang2","88",1,10
"1419","1","mltsip0784","lang2","95",1,11
"1420","1","mltsip0784","lang2","102",1,12
"1421","1","mltsip0784","lang2","109",1,13
"1422","1","mltsip0784","lang2","116",1,14
"1423","1","mltsip0784","lang2","123",1,15
"1424","1","mltsip0784","lang2","130",1,16
"1425","2","mltsip0784","lang2","137",1,17
"1426","2","mltsip0784","lang2","144",1,18
"1427","2","mltsip0784","lang2","151",1,19
"1428","2","mltsip0784","lang2","158",1,20
"1429","2","mltsip0784","lang2","165",1,21
"1430","2","mltsip0784","lang2","172",1,22
"1431","2","mltsip0784","lang2","179",1,23
"1432","2","mltsip0784","lang2","186",1,24
"1433","2","mltsip0784","lang2","193",1,25
"1434","2","mltsip0784","lang2","200",1,26
"1435","2","mltsip0784","lang2","207",1,27
"1436","2","mltsip0784","lang2","214",1,28
"1437","1","mltsip0784","lang2","221",0,29
"1438","2","mltsip0784","lang2","228",1,30
"1439","1","mltsip0784","lang2","235",0,31
"1440","1","mltsip0784","lang2","242",0,32
"1441","2","mrslrr0592","lang2","25",0,1
"1442","1","mrslrr0592","lang2","32",1,2
"1443","1","mrslrr0592","lang2","39",1,3
"1444","2","mrslrr0592","lang2","46",0,4
"1445","2","mrslrr0592","lang2","53",0,5
"1446","1","mrslrr0592","lang2","60",1,6
"1447","2","mrslrr0592","lang2","67",0,7
"1448","2","mrslrr0592","lang2","74",0,8
"1449","2","mrslrr0592","lang2","81",0,9
"1450","2","mrslrr0592","lang2","88",0,10
"1451","2","mrslrr0592","lang2","95",0,11
"1452","2","mrslrr0592","lang2","102",0,12
"1453","2","mrslrr0592","lang2","109",0,13
"1454","2","mrslrr0592","lang2","116",0,14
"1455","2","mrslrr0592","lang2","123",0,15
"1456","2","mrslrr0592","lang2","130",0,16
"1457","2","mrslrr0592","lang2","137",1,17
"1458","2","mrslrr0592","lang2","144",1,18
"1459","2","mrslrr0592","lang2","151",1,19
"1460","2","mrslrr0592","lang2","158",1,20
"1461","1","mrslrr0592","lang2","165",0,21
"1462","2","mrslrr0592","lang2","172",1,22
"1463","1","mrslrr0592","lang2","179",0,23
"1464","2","mrslrr0592","lang2","186",1,24
"1465","2","mrslrr0592","lang2","193",1,25
"1466","2","mrslrr0592","lang2","200",1,26
"1467","2","mrslrr0592","lang2","207",1,27
"1468","1","mrslrr0592","lang2","214",0,28
"1469","2","mrslrr0592","lang2","221",1,29
"1470","2","mrslrr0592","lang2","228",1,30
"1471","2","mrslrr0592","lang2","235",1,31
"1472","1","mrslrr0592","lang2","242",0,32
"1473","1","mstlch0586","lang1","25",1,1
"1474","1","mstlch0586","lang1","32",1,2
"1475","2","mstlch0586","lang1","39",0,3
"1476","1","mstlch0586","lang1","46",0,4
"1477","2","mstlch0586","lang1","53",1,5
"1478","2","mstlch0586","lang1","60",0,6
"1479","1","mstlch0586","lang1","67",1,7
"1480","1","mstlch0586","lang1","74",0,8
"1481","2","mstlch0586","lang1","81",1,9
"1482","1","mstlch0586","lang1","88",0,10
"1483","2","mstlch0586","lang1","95",0,11
"1484","1","mstlch0586","lang1","102",0,12
"1485","2","mstlch0586","lang1","109",0,13
"1486","2","mstlch0586","lang1","116",0,14
"1487","1","mstlch0586","lang1","123",0,15
"1488","1","mstlch0586","lang1","130",0,16
"1489","2","mstlch0586","lang1","137",0,17
"1490","1","mstlch0586","lang1","144",1,18
"1491","2","mstlch0586","lang1","151",0,19
"1492","1","mstlch0586","lang1","158",1,20
"1493","1","mstlch0586","lang1","165",0,21
"1494","2","mstlch0586","lang1","172",0,22
"1495","1","mstlch0586","lang1","179",0,23
"1496","1","mstlch0586","lang1","186",0,24
"1497","2","mstlch0586","lang1","193",0,25
"1498","1","mstlch0586","lang1","200",0,26
"1499","1","mstlch0586","lang1","207",0,27
"1500","1","mstlch0586","lang1","214",0,28
"1501","2","mstlch0586","lang1","221",0,29
"1502","1","mstlch0586","lang1","228",0,30
"1503","1","mstlch0586","lang1","235",0,31
"1504","2","mstlch0586","lang1","242",0,32
"1505","1","mtlcrs0883","lang1","25",1,1
"1506","2","mtlcrs0883","lang1","32",0,2
"1507","2","mtlcrs0883","lang1","39",0,3
"1508","2","mtlcrs0883","lang1","46",1,4
"1509","2","mtlcrs0883","lang1","53",1,5
"1510","1","mtlcrs0883","lang1","60",1,6
"1511","1","mtlcrs0883","lang1","67",1,7
"1512","2","mtlcrs0883","lang1","74",1,8
"1513","2","mtlcrs0883","lang1","81",1,9
"1514","2","mtlcrs0883","lang1","88",1,10
"1515","1","mtlcrs0883","lang1","95",1,11
"1516","2","mtlcrs0883","lang1","102",1,12
"1517","1","mtlcrs0883","lang1","109",1,13
"1518","1","mtlcrs0883","lang1","116",1,14
"1519","2","mtlcrs0883","lang1","123",1,15
"1520","1","mtlcrs0883","lang1","130",0,16
"1521","1","mtlcrs0883","lang1","137",1,17
"1522","1","mtlcrs0883","lang1","144",1,18
"1523","2","mtlcrs0883","lang1","151",0,19
"1524","1","mtlcrs0883","lang1","158",1,20
"1525","2","mtlcrs0883","lang1","165",1,21
"1526","2","mtlcrs0883","lang1","172",0,22
"1527","2","mtlcrs0883","lang1","179",1,23
"1528","2","mtlcrs0883","lang1","186",1,24
"1529","1","mtlcrs0883","lang1","193",1,25
"1530","2","mtlcrs0883","lang1","200",1,26
"1531","2","mtlcrs0883","lang1","207",1,27
"1532","1","mtlcrs0883","lang1","214",0,28
"1533","1","mtlcrs0883","lang1","221",1,29
"1534","2","mtlcrs0883","lang1","228",1,30
"1535","2","mtlcrs0883","lang1","235",1,31
"1536","1","mtlcrs0883","lang1","242",1,32
"1537","1","mtsl0488","lang1","25",1,1
"1538","2","mtsl0488","lang1","32",0,2
"1539","2","mtsl0488","lang1","39",0,3
"1540","2","mtsl0488","lang1","46",1,4
"1541","2","mtsl0488","lang1","53",1,5
"1542","1","mtsl0488","lang1","60",1,6
"1543","2","mtsl0488","lang1","67",0,7
"1544","1","mtsl0488","lang1","74",0,8
"1545","2","mtsl0488","lang1","81",1,9
"1546","2","mtsl0488","lang1","88",1,10
"1547","1","mtsl0488","lang1","95",1,11
"1548","2","mtsl0488","lang1","102",1,12
"1549","1","mtsl0488","lang1","109",1,13
"1550","2","mtsl0488","lang1","116",0,14
"1551","1","mtsl0488","lang1","123",0,15
"1552","1","mtsl0488","lang1","130",0,16
"1553","1","mtsl0488","lang1","137",1,17
"1554","2","mtsl0488","lang1","144",0,18
"1555","2","mtsl0488","lang1","151",0,19
"1556","1","mtsl0488","lang1","158",1,20
"1557","1","mtsl0488","lang1","165",0,21
"1558","1","mtsl0488","lang1","172",1,22
"1559","2","mtsl0488","lang1","179",1,23
"1560","2","mtsl0488","lang1","186",1,24
"1561","1","mtsl0488","lang1","193",1,25
