"ans","subj","key","trial_order","corr","task"
2,"blast_c_457",1,9,0,"ssl"
1,"blast_c_457",2,10,0,"ssl"
2,"blast_c_457",2,11,1,"ssl"
1,"blast_c_457",1,12,1,"ssl"
1,"blast_c_457",2,13,0,"ssl"
1,"blast_c_457",1,14,1,"ssl"
1,"blast_c_457",2,15,0,"ssl"
1,"blast_c_457",1,16,1,"ssl"
1,"blast_c_457",1,17,1,"ssl"
1,"blast_c_457",2,18,0,"ssl"
1,"blast_c_457",1,19,1,"ssl"
2,"blast_c_457",2,20,1,"ssl"
2,"blast_c_457",2,21,1,"ssl"
2,"blast_c_457",1,22,0,"ssl"
2,"blast_c_457",2,23,1,"ssl"
2,"blast_c_457",1,24,0,"ssl"
1,"blast_c_457",1,25,1,"ssl"
2,"blast_c_457",2,26,1,"ssl"
2,"blast_c_457",2,27,1,"ssl"
2,"blast_c_457",1,28,0,"ssl"
1,"blast_c_457",1,29,1,"ssl"
2,"blast_c_457",2,30,1,"ssl"
1,"blast_c_457",1,31,1,"ssl"
1,"blast_c_457",2,32,0,"ssl"
1,"blast_c_462",2,1,0,"ssl"
2,"blast_c_462",1,2,0,"ssl"
1,"blast_c_462",1,3,1,"ssl"
2,"blast_c_462",2,4,1,"ssl"
1,"blast_c_462",1,5,1,"ssl"
2,"blast_c_462",2,6,1,"ssl"
1,"blast_c_462",2,7,0,"ssl"
2,"blast_c_462",1,8,0,"ssl"
1,"blast_c_462",1,9,1,"ssl"
2,"blast_c_462",2,10,1,"ssl"
1,"blast_c_462",2,11,0,"ssl"
2,"blast_c_462",1,12,0,"ssl"
1,"blast_c_462",2,13,0,"ssl"
2,"blast_c_462",1,14,0,"ssl"
1,"blast_c_462",2,15,0,"ssl"
2,"blast_c_462",1,16,0,"ssl"
1,"blast_c_462",1,17,1,"ssl"
2,"blast_c_462",2,18,1,"ssl"
1,"blast_c_462",1,19,1,"ssl"
1,"blast_c_462",2,20,0,"ssl"
2,"blast_c_462",2,21,1,"ssl"
1,"blast_c_462",1,22,1,"ssl"
2,"blast_c_462",2,23,1,"ssl"
1,"blast_c_462",1,24,1,"ssl"
2,"blast_c_462",1,25,0,"ssl"
1,"blast_c_462",2,26,0,"ssl"
2,"blast_c_462",2,27,1,"ssl"
1,"blast_c_462",1,28,1,"ssl"
2,"blast_c_462",1,29,0,"ssl"
1,"blast_c_462",2,30,0,"ssl"
2,"blast_c_462",1,31,0,"ssl"
1,"blast_c_462",2,32,0,"ssl"
1,"blast_c_467",2,1,0,"ssl"
1,"blast_c_467",1,2,1,"ssl"
1,"blast_c_467",1,3,1,"ssl"
1,"blast_c_467",2,4,0,"ssl"
1,"blast_c_467",1,5,1,"ssl"
1,"blast_c_467",2,6,0,"ssl"
1,"blast_c_467",2,7,0,"ssl"
1,"blast_c_467",1,8,1,"ssl"
1,"blast_c_467",1,9,1,"ssl"
2,"blast_c_467",2,10,1,"ssl"
1,"blast_c_467",2,11,0,"ssl"
1,"blast_c_467",1,12,1,"ssl"
1,"blast_c_467",2,13,0,"ssl"
1,"blast_c_467",1,14,1,"ssl"
2,"blast_c_467",2,15,1,"ssl"
2,"blast_c_467",1,16,0,"ssl"
2,"blast_c_467",1,17,0,"ssl"
2,"blast_c_467",2,18,1,"ssl"
2,"blast_c_467",1,19,0,"ssl"
2,"blast_c_467",2,20,1,"ssl"
1,"blast_c_467",2,21,0,"ssl"
1,"blast_c_467",1,22,1,"ssl"
2,"blast_c_467",2,23,1,"ssl"
2,"blast_c_467",1,24,0,"ssl"
1,"blast_c_467",1,25,1,"ssl"
1,"blast_c_467",2,26,0,"ssl"
2,"blast_c_467",2,27,1,"ssl"
1,"blast_c_467",1,28,1,"ssl"
2,"blast_c_467",1,29,0,"ssl"
1,"blast_c_467",2,30,0,"ssl"
1,"blast_c_467",1,31,1,"ssl"
1,"blast_c_467",2,32,0,"ssl"
1,"blast_c_470",2,1,0,"ssl"
2,"blast_c_470",1,2,0,"ssl"
1,"blast_c_470",1,3,1,"ssl"
2,"blast_c_470",2,4,1,"ssl"
1,"blast_c_470",1,5,1,"ssl"
2,"blast_c_470",2,6,1,"ssl"
1,"blast_c_470",2,7,0,"ssl"
1,"blast_c_470",1,8,1,"ssl"
1,"blast_c_470",1,9,1,"ssl"
2,"blast_c_470",2,10,1,"ssl"
2,"blast_c_470",2,11,1,"ssl"
2,"blast_c_470",1,12,0,"ssl"
1,"blast_c_470",2,13,0,"ssl"
1,"blast_c_470",1,14,1,"ssl"
1,"blast_c_470",2,15,0,"ssl"
1,"blast_c_470",1,16,1,"ssl"
2,"blast_c_470",1,17,0,"ssl"
2,"blast_c_470",2,18,1,"ssl"
2,"blast_c_470",1,19,0,"ssl"
2,"blast_c_470",2,20,1,"ssl"
1,"blast_c_470",2,21,0,"ssl"
2,"blast_c_470",1,22,0,"ssl"
1,"blast_c_470",2,23,0,"ssl"
2,"blast_c_470",1,24,0,"ssl"
1,"blast_c_470",1,25,1,"ssl"
1,"blast_c_470",2,26,0,"ssl"
2,"blast_c_470",2,27,1,"ssl"
2,"blast_c_470",1,28,0,"ssl"
1,"blast_c_470",1,29,1,"ssl"
1,"blast_c_470",2,30,0,"ssl"
2,"blast_c_470",1,31,0,"ssl"
2,"blast_c_470",2,32,1,"ssl"
1,"blast_c_475",2,1,0,"ssl"
2,"blast_c_475",1,2,0,"ssl"
1,"blast_c_475",1,3,1,"ssl"
1,"blast_c_475",2,4,0,"ssl"
2,"blast_c_475",1,5,0,"ssl"
1,"blast_c_475",2,6,0,"ssl"
2,"blast_c_475",2,7,1,"ssl"
2,"blast_c_475",1,8,0,"ssl"
1,"blast_c_475",1,9,1,"ssl"
2,"blast_c_475",2,10,1,"ssl"
2,"blast_c_475",2,11,1,"ssl"
2,"blast_c_475",1,12,0,"ssl"
1,"blast_c_475",2,13,0,"ssl"
1,"blast_c_475",1,14,1,"ssl"
2,"blast_c_475",2,15,1,"ssl"
1,"blast_c_475",1,16,1,"ssl"
1,"blast_c_475",1,17,1,"ssl"
2,"blast_c_475",2,18,1,"ssl"
2,"blast_c_475",1,19,0,"ssl"
1,"blast_c_475",2,20,0,"ssl"
2,"blast_c_475",2,21,1,"ssl"
2,"blast_c_475",1,22,0,"ssl"
1,"blast_c_475",2,23,0,"ssl"
2,"blast_c_475",1,24,0,"ssl"
1,"blast_c_475",1,25,1,"ssl"
2,"blast_c_475",2,26,1,"ssl"
1,"blast_c_475",2,27,0,"ssl"
2,"blast_c_475",1,28,0,"ssl"
1,"blast_c_475",1,29,1,"ssl"
2,"blast_c_475",2,30,1,"ssl"
2,"blast_c_475",1,31,0,"ssl"
2,"blast_c_475",2,32,1,"ssl"
2,"blast_c_478",2,1,1,"ssl"
2,"blast_c_478",1,2,0,"ssl"
2,"blast_c_478",1,3,0,"ssl"
2,"blast_c_478",2,4,1,"ssl"
2,"blast_c_478",1,5,0,"ssl"
2,"blast_c_478",2,6,1,"ssl"
2,"blast_c_478",2,7,1,"ssl"
2,"blast_c_478",1,8,0,"ssl"
2,"blast_c_478",1,9,0,"ssl"
1,"blast_c_478",2,10,0,"ssl"
2,"blast_c_478",2,11,1,"ssl"
2,"blast_c_478",1,12,0,"ssl"
2,"blast_c_478",2,13,1,"ssl"
1,"blast_c_478",1,14,1,"ssl"
2,"blast_c_478",2,15,1,"ssl"
2,"blast_c_478",1,16,0,"ssl"
2,"blast_c_478",1,17,0,"ssl"
2,"blast_c_478",2,18,1,"ssl"
2,"blast_c_478",1,19,0,"ssl"
2,"blast_c_478",2,20,1,"ssl"
2,"blast_c_478",2,21,1,"ssl"
2,"blast_c_478",1,22,0,"ssl"
2,"blast_c_478",2,23,1,"ssl"
2,"blast_c_478",1,24,0,"ssl"
2,"blast_c_478",1,25,0,"ssl"
2,"blast_c_478",2,26,1,"ssl"
2,"blast_c_478",2,27,1,"ssl"
2,"blast_c_478",1,28,0,"ssl"
2,"blast_c_478",1,29,0,"ssl"
2,"blast_c_478",2,30,1,"ssl"
2,"blast_c_478",1,31,0,"ssl"
2,"blast_c_478",2,32,1,"ssl"
1,"blast_c_479",2,1,0,"ssl"
1,"blast_c_479",1,2,1,"ssl"
1,"blast_c_479",1,3,1,"ssl"
2,"blast_c_479",2,4,1,"ssl"
1,"blast_c_479",1,5,1,"ssl"
2,"blast_c_479",2,6,1,"ssl"
1,"blast_c_479",2,7,0,"ssl"
1,"blast_c_479",1,8,1,"ssl"
1,"blast_c_479",1,9,1,"ssl"
2,"blast_c_479",2,10,1,"ssl"
2,"blast_c_479",2,11,1,"ssl"
1,"blast_c_479",1,12,1,"ssl"
2,"blast_c_479",2,13,1,"ssl"
1,"blast_c_479",1,14,1,"ssl"
2,"blast_c_479",2,15,1,"ssl"
1,"blast_c_479",1,16,1,"ssl"
1,"blast_c_479",1,17,1,"ssl"
1,"blast_c_479",2,18,0,"ssl"
1,"blast_c_479",1,19,1,"ssl"
2,"blast_c_479",2,20,1,"ssl"
2,"blast_c_479",2,21,1,"ssl"
2,"blast_c_479",1,22,0,"ssl"
2,"blast_c_479",2,23,1,"ssl"
1,"blast_c_479",1,24,1,"ssl"
1,"blast_c_479",1,25,1,"ssl"
2,"blast_c_479",2,26,1,"ssl"
1,"blast_c_479",2,27,0,"ssl"
1,"blast_c_479",1,28,1,"ssl"
1,"blast_c_479",1,29,1,"ssl"
2,"blast_c_479",2,30,1,"ssl"
1,"blast_c_479",1,31,1,"ssl"
2,"blast_c_479",2,32,1,"ssl"
2,"blast_c_483",2,1,1,"ssl"
1,"blast_c_483",1,2,1,"ssl"
2,"blast_c_483",1,3,0,"ssl"
2,"blast_c_483",2,4,1,"ssl"
1,"blast_c_483",1,5,1,"ssl"
2,"blast_c_483",2,6,1,"ssl"
1,"blast_c_483",2,7,0,"ssl"
2,"blast_c_483",1,8,0,"ssl"
2,"blast_c_483",1,9,0,"ssl"
2,"blast_c_483",2,10,1,"ssl"
2,"blast_c_483",2,11,1,"ssl"
1,"blast_c_483",1,12,1,"ssl"
2,"blast_c_483",2,13,1,"ssl"
1,"blast_c_483",1,14,1,"ssl"
1,"blast_c_483",2,15,0,"ssl"
1,"blast_c_483",1,16,1,"ssl"
1,"blast_c_483",1,17,1,"ssl"
1,"blast_c_483",2,18,0,"ssl"
2,"blast_c_483",1,19,0,"ssl"
2,"blast_c_483",2,20,1,"ssl"
1,"blast_c_483",2,21,0,"ssl"
2,"blast_c_483",1,22,0,"ssl"
1,"blast_c_483",2,23,0,"ssl"
1,"blast_c_483",1,24,1,"ssl"
1,"blast_c_483",1,25,1,"ssl"
2,"blast_c_483",2,26,1,"ssl"
1,"blast_c_483",2,27,0,"ssl"
1,"blast_c_483",1,28,1,"ssl"
2,"blast_c_483",1,29,0,"ssl"
2,"blast_c_483",2,30,1,"ssl"
1,"blast_c_483",1,31,1,"ssl"
1,"blast_c_483",2,32,0,"ssl"
1,"blast_c_484",2,1,0,"ssl"
1,"blast_c_484",1,2,1,"ssl"
1,"blast_c_484",1,3,1,"ssl"
2,"blast_c_484",2,4,1,"ssl"
1,"blast_c_484",1,5,1,"ssl"
2,"blast_c_484",2,6,1,"ssl"
1,"blast_c_484",2,7,0,"ssl"
1,"blast_c_484",1,8,1,"ssl"
1,"blast_c_484",1,9,1,"ssl"
1,"blast_c_484",2,10,0,"ssl"
2,"blast_c_484",2,11,1,"ssl"
1,"blast_c_484",1,12,1,"ssl"
2,"blast_c_484",2,13,1,"ssl"
1,"blast_c_484",1,14,1,"ssl"
1,"blast_c_484",2,15,0,"ssl"
1,"blast_c_484",1,16,1,"ssl"
1,"blast_c_484",1,17,1,"ssl"
1,"blast_c_484",2,18,0,"ssl"
1,"blast_c_484",1,19,1,"ssl"
1,"blast_c_484",2,20,0,"ssl"
1,"blast_c_484",2,21,0,"ssl"
2,"blast_c_484",1,22,0,"ssl"
1,"blast_c_484",2,23,0,"ssl"
1,"blast_c_484",1,24,1,"ssl"
1,"blast_c_484",1,25,1,"ssl"
2,"blast_c_484",2,26,1,"ssl"
1,"blast_c_484",2,27,0,"ssl"
1,"blast_c_484",1,28,1,"ssl"
1,"blast_c_484",1,29,1,"ssl"
2,"blast_c_484",2,30,1,"ssl"
1,"blast_c_484",1,31,1,"ssl"
2,"blast_c_484",2,32,1,"ssl"
2,"blast_c_485",2,1,1,"ssl"
1,"blast_c_485",1,2,1,"ssl"
2,"blast_c_485",1,3,0,"ssl"
2,"blast_c_485",2,4,1,"ssl"
1,"blast_c_485",1,5,1,"ssl"
1,"blast_c_485",2,6,0,"ssl"
2,"blast_c_485",2,7,1,"ssl"
2,"blast_c_485",1,8,0,"ssl"
1,"blast_c_485",1,9,1,"ssl"
1,"blast_c_485",2,10,0,"ssl"
2,"blast_c_485",2,11,1,"ssl"
1,"blast_c_485",1,12,1,"ssl"
2,"blast_c_485",2,13,1,"ssl"
2,"blast_c_485",1,14,0,"ssl"
2,"blast_c_485",2,15,1,"ssl"
2,"blast_c_485",1,16,0,"ssl"
2,"blast_c_485",1,17,0,"ssl"
1,"blast_c_485",2,18,0,"ssl"
2,"blast_c_485",1,19,0,"ssl"
1,"blast_c_485",2,20,0,"ssl"
1,"blast_c_485",2,21,0,"ssl"
1,"blast_c_485",1,22,1,"ssl"
2,"blast_c_485",2,23,1,"ssl"
2,"blast_c_485",1,24,0,"ssl"
2,"blast_c_485",1,25,0,"ssl"
2,"blast_c_485",2,26,1,"ssl"
1,"blast_c_485",2,27,0,"ssl"
2,"blast_c_485",1,28,0,"ssl"
1,"blast_c_485",1,29,1,"ssl"
1,"blast_c_485",2,30,0,"ssl"
2,"blast_c_485",1,31,0,"ssl"
2,"blast_c_485",2,32,1,"ssl"
1,"blast_c_487",2,1,0,"ssl"
1,"blast_c_487",1,2,1,"ssl"
2,"blast_c_487",1,3,0,"ssl"
1,"blast_c_487",2,4,0,"ssl"
1,"blast_c_487",1,5,1,"ssl"
1,"blast_c_487",2,6,0,"ssl"
1,"blast_c_487",2,7,0,"ssl"
2,"blast_c_487",1,8,0,"ssl"
1,"blast_c_487",1,9,1,"ssl"
2,"blast_c_487",2,10,1,"ssl"
1,"blast_c_487",2,11,0,"ssl"
1,"blast_c_487",1,12,1,"ssl"
2,"blast_c_487",2,13,1,"ssl"
2,"blast_c_487",1,14,0,"ssl"
1,"blast_c_487",2,15,0,"ssl"
2,"blast_c_487",1,16,0,"ssl"
1,"blast_c_487",1,17,1,"ssl"
1,"blast_c_487",2,18,0,"ssl"
2,"blast_c_487",1,19,0,"ssl"
1,"blast_c_487",2,20,0,"ssl"
1,"blast_c_487",2,21,0,"ssl"
2,"blast_c_487",1,22,0,"ssl"
1,"blast_c_487",2,23,0,"ssl"
1,"blast_c_487",1,24,1,"ssl"
2,"blast_c_487",1,25,0,"ssl"
1,"blast_c_487",2,26,0,"ssl"
1,"blast_c_487",2,27,0,"ssl"
1,"blast_c_487",1,28,1,"ssl"
2,"blast_c_487",1,29,0,"ssl"
1,"blast_c_487",2,30,0,"ssl"
1,"blast_c_487",1,31,1,"ssl"
2,"blast_c_487",2,32,1,"ssl"
2,"blast_c_488",2,1,1,"ssl"
2,"blast_c_488",1,2,0,"ssl"
2,"blast_c_488",1,3,0,"ssl"
2,"blast_c_488",2,4,1,"ssl"
2,"blast_c_488",1,5,0,"ssl"
2,"blast_c_488",2,6,1,"ssl"
2,"blast_c_488",2,7,1,"ssl"
1,"blast_c_488",1,8,1,"ssl"
2,"blast_c_488",1,9,0,"ssl"
2,"blast_c_488",2,10,1,"ssl"
1,"blast_c_488",2,11,0,"ssl"
1,"blast_c_488",1,12,1,"ssl"
2,"blast_c_488",2,13,1,"ssl"
1,"blast_c_488",1,14,1,"ssl"
2,"blast_c_488",2,15,1,"ssl"
1,"blast_c_488",1,16,1,"ssl"
2,"blast_c_488",1,17,0,"ssl"
2,"blast_c_488",2,18,1,"ssl"
2,"blast_c_488",1,19,0,"ssl"
1,"blast_c_488",2,20,0,"ssl"
1,"blast_c_488",2,21,0,"ssl"
2,"blast_c_488",1,22,0,"ssl"
2,"blast_c_488",2,23,1,"ssl"
2,"blast_c_488",1,24,0,"ssl"
2,"blast_c_488",1,25,0,"ssl"
2,"blast_c_488",2,26,1,"ssl"
2,"blast_c_488",2,27,1,"ssl"
2,"blast_c_488",1,28,0,"ssl"
2,"blast_c_488",1,29,0,"ssl"
2,"blast_c_488",2,30,1,"ssl"
2,"blast_c_488",1,31,0,"ssl"
2,"blast_c_488",2,32,1,"ssl"
1,"blast_c_491",2,1,0,"ssl"
2,"blast_c_491",1,2,0,"ssl"
1,"blast_c_491",1,3,1,"ssl"
2,"blast_c_491",2,4,1,"ssl"
2,"blast_c_491",1,5,0,"ssl"
1,"blast_c_491",2,6,0,"ssl"
2,"blast_c_491",2,7,1,"ssl"
1,"blast_c_491",1,8,1,"ssl"
1,"blast_c_491",1,9,1,"ssl"
2,"blast_c_491",2,10,1,"ssl"
2,"blast_c_491",2,11,1,"ssl"
1,"blast_c_491",1,12,1,"ssl"
1,"blast_c_491",2,13,0,"ssl"
2,"blast_c_491",1,14,0,"ssl"
1,"blast_c_491",2,15,0,"ssl"
2,"blast_c_491",1,16,0,"ssl"
2,"blast_c_491",1,17,0,"ssl"
1,"blast_c_491",2,18,0,"ssl"
1,"blast_c_491",1,19,1,"ssl"
2,"blast_c_491",2,20,1,"ssl"
2,"blast_c_491",2,21,1,"ssl"
2,"blast_c_491",1,22,0,"ssl"
1,"blast_c_491",2,23,0,"ssl"
1,"blast_c_491",1,24,1,"ssl"
1,"blast_c_491",1,25,1,"ssl"
2,"blast_c_491",2,26,1,"ssl"
1,"blast_c_491",2,27,0,"ssl"
1,"blast_c_491",1,28,1,"ssl"
1,"blast_c_491",1,29,1,"ssl"
2,"blast_c_491",2,30,1,"ssl"
1,"blast_c_491",1,31,1,"ssl"
2,"blast_c_491",2,32,1,"ssl"
1,"blast_c_492",2,1,0,"ssl"
2,"blast_c_492",1,2,0,"ssl"
1,"blast_c_492",1,3,1,"ssl"
2,"blast_c_492",2,4,1,"ssl"
2,"blast_c_492",1,5,0,"ssl"
1,"blast_c_492",2,6,0,"ssl"
1,"blast_c_492",2,7,0,"ssl"
1,"blast_c_492",1,8,1,"ssl"
2,"blast_c_492",1,9,0,"ssl"
2,"blast_c_492",2,10,1,"ssl"
1,"blast_c_492",2,11,0,"ssl"
1,"blast_c_492",1,12,1,"ssl"
1,"blast_c_492",2,13,0,"ssl"
2,"blast_c_492",1,14,0,"ssl"
2,"blast_c_492",2,15,1,"ssl"
1,"blast_c_492",1,16,1,"ssl"
1,"blast_c_492",1,17,1,"ssl"
1,"blast_c_492",2,18,0,"ssl"
2,"blast_c_492",1,19,0,"ssl"
1,"blast_c_492",2,20,0,"ssl"
2,"blast_c_492",2,21,1,"ssl"
1,"blast_c_492",1,22,1,"ssl"
1,"blast_c_492",2,23,0,"ssl"
2,"blast_c_492",1,24,0,"ssl"
1,"blast_c_492",1,25,1,"ssl"
2,"blast_c_492",2,26,1,"ssl"
2,"blast_c_492",2,27,1,"ssl"
2,"blast_c_492",1,28,0,"ssl"
2,"blast_c_492",1,29,0,"ssl"
2,"blast_c_492",2,30,1,"ssl"
2,"blast_c_492",1,31,0,"ssl"
1,"blast_c_492",2,32,0,"ssl"
2,"blast_c_493",2,1,1,"ssl"
1,"blast_c_493",1,2,1,"ssl"
1,"blast_c_493",1,3,1,"ssl"
1,"blast_c_493",2,4,0,"ssl"
1,"blast_c_493",1,5,1,"ssl"
2,"blast_c_493",2,6,1,"ssl"
2,"blast_c_493",2,7,1,"ssl"
1,"blast_c_493",1,8,1,"ssl"
1,"blast_c_493",1,9,1,"ssl"
2,"blast_c_493",2,10,1,"ssl"
2,"blast_c_493",2,11,1,"ssl"
1,"blast_c_493",1,12,1,"ssl"
2,"blast_c_493",2,13,1,"ssl"
2,"blast_c_493",1,14,0,"ssl"
1,"blast_c_493",2,15,0,"ssl"
1,"blast_c_493",1,16,1,"ssl"
1,"blast_c_493",1,17,1,"ssl"
1,"blast_c_493",2,18,0,"ssl"
2,"blast_c_493",1,19,0,"ssl"
1,"blast_c_493",2,20,0,"ssl"
2,"blast_c_493",2,21,1,"ssl"
2,"blast_c_493",1,22,0,"ssl"
2,"blast_c_493",2,23,1,"ssl"
1,"blast_c_493",1,24,1,"ssl"
1,"blast_c_493",1,25,1,"ssl"
1,"blast_c_493",2,26,0,"ssl"
1,"blast_c_493",2,27,0,"ssl"
1,"blast_c_493",1,28,1,"ssl"
1,"blast_c_493",1,29,1,"ssl"
1,"blast_c_493",2,30,0,"ssl"
1,"blast_c_493",1,31,1,"ssl"
1,"blast_c_493",2,32,0,"ssl"
1,"blast_c_497",2,1,0,"ssl"
2,"blast_c_497",1,2,0,"ssl"
2,"blast_c_497",1,3,0,"ssl"
2,"blast_c_497",2,4,1,"ssl"
2,"blast_c_497",1,5,0,"ssl"
2,"blast_c_497",2,6,1,"ssl"
2,"blast_c_497",2,7,1,"ssl"
2,"blast_c_497",1,8,0,"ssl"
2,"blast_c_497",1,9,0,"ssl"
1,"blast_c_497",2,10,0,"ssl"
1,"blast_c_497",2,11,0,"ssl"
2,"blast_c_497",1,12,0,"ssl"
1,"blast_c_497",2,13,0,"ssl"
2,"blast_c_497",1,14,0,"ssl"
2,"blast_c_497",2,15,1,"ssl"
1,"blast_c_497",1,16,1,"ssl"
1,"blast_c_497",1,17,1,"ssl"
2,"blast_c_497",2,18,1,"ssl"
1,"blast_c_497",1,19,1,"ssl"
2,"blast_c_497",2,20,1,"ssl"
1,"blast_c_497",2,21,0,"ssl"
1,"blast_c_497",1,22,1,"ssl"
2,"blast_c_497",2,23,1,"ssl"
1,"blast_c_497",1,24,1,"ssl"
2,"blast_c_497",1,25,0,"ssl"
2,"blast_c_497",2,26,1,"ssl"
1,"blast_c_497",2,27,0,"ssl"
1,"blast_c_497",1,28,1,"ssl"
2,"blast_c_497",1,29,0,"ssl"
1,"blast_c_497",2,30,0,"ssl"
1,"blast_c_497",1,31,1,"ssl"
2,"blast_c_497",2,32,1,"ssl"
1,"blast_c_498",2,1,0,"ssl"
2,"blast_c_498",1,2,0,"ssl"
2,"blast_c_498",1,3,0,"ssl"
2,"blast_c_498",2,4,1,"ssl"
2,"blast_c_498",1,5,0,"ssl"
2,"blast_c_498",2,6,1,"ssl"
2,"blast_c_498",2,7,1,"ssl"
2,"blast_c_498",1,8,0,"ssl"
2,"blast_c_498",1,9,0,"ssl"
2,"blast_c_498",2,10,1,"ssl"
1,"blast_c_498",2,11,0,"ssl"
2,"blast_c_498",1,12,0,"ssl"
2,"blast_c_498",2,13,1,"ssl"
2,"blast_c_498",1,14,0,"ssl"
1,"blast_c_498",2,15,0,"ssl"
2,"blast_c_498",1,16,0,"ssl"
1,"blast_c_498",1,17,1,"ssl"
2,"blast_c_498",2,18,1,"ssl"
1,"blast_c_498",1,19,1,"ssl"
1,"blast_c_498",2,20,0,"ssl"
2,"blast_c_498",2,21,1,"ssl"
2,"blast_c_498",1,22,0,"ssl"
1,"blast_c_498",2,23,0,"ssl"
1,"blast_c_498",1,24,1,"ssl"
1,"blast_c_498",1,25,1,"ssl"
2,"blast_c_498",2,26,1,"ssl"
2,"blast_c_498",2,27,1,"ssl"
2,"blast_c_498",1,28,0,"ssl"
2,"blast_c_498",1,29,0,"ssl"
2,"blast_c_498",2,30,1,"ssl"
2,"blast_c_498",1,31,0,"ssl"
2,"blast_c_498",2,32,1,"ssl"
2,"blast_c_002",1,1,0,"tsl"
1,"blast_c_002",1,2,1,"tsl"
2,"blast_c_002",2,3,1,"tsl"
1,"blast_c_002",1,4,1,"tsl"
1,"blast_c_002",1,5,1,"tsl"
1,"blast_c_002",1,6,1,"tsl"
2,"blast_c_002",2,7,1,"tsl"
1,"blast_c_002",2,8,0,"tsl"
2,"blast_c_002",2,9,1,"tsl"
2,"blast_c_002",2,10,1,"tsl"
2,"blast_c_002",1,11,0,"tsl"
2,"blast_c_002",1,12,0,"tsl"
2,"blast_c_002",1,13,0,"tsl"
1,"blast_c_002",2,14,0,"tsl"
2,"blast_c_002",2,15,1,"tsl"
1,"blast_c_002",1,16,1,"tsl"
2,"blast_c_002",2,17,1,"tsl"
1,"blast_c_002",2,18,0,"tsl"
2,"blast_c_002",1,19,0,"tsl"
1,"blast_c_002",1,20,1,"tsl"
2,"blast_c_002",2,21,1,"tsl"
2,"blast_c_002",1,22,0,"tsl"
2,"blast_c_002",2,23,1,"tsl"
2,"blast_c_002",1,24,0,"tsl"
2,"blast_c_002",2,25,1,"tsl"
2,"blast_c_002",1,26,0,"tsl"
2,"blast_c_002",2,27,1,"tsl"
2,"blast_c_002",1,28,0,"tsl"
2,"blast_c_002",1,29,0,"tsl"
2,"blast_c_002",2,30,1,"tsl"
1,"blast_c_002",2,31,0,"tsl"
1,"blast_c_002",2,32,0,"tsl"
1,"blast_c_009",1,1,1,"tsl"
1,"blast_c_009",1,2,1,"tsl"
2,"blast_c_009",2,3,1,"tsl"
1,"blast_c_009",1,4,1,"tsl"
1,"blast_c_009",1,5,1,"tsl"
1,"blast_c_009",1,6,1,"tsl"
2,"blast_c_009",2,7,1,"tsl"
2,"blast_c_009",2,8,1,"tsl"
2,"blast_c_009",2,9,1,"tsl"
2,"blast_c_009",2,10,1,"tsl"
1,"blast_c_009",1,11,1,"tsl"
1,"blast_c_009",1,12,1,"tsl"
1,"blast_c_009",1,13,1,"tsl"
2,"blast_c_009",2,14,1,"tsl"
2,"blast_c_009",2,15,1,"tsl"
1,"blast_c_009",1,16,1,"tsl"
2,"blast_c_009",2,17,1,"tsl"
2,"blast_c_009",2,18,1,"tsl"
1,"blast_c_009",1,19,1,"tsl"
1,"blast_c_009",1,20,1,"tsl"
2,"blast_c_009",2,21,1,"tsl"
1,"blast_c_009",1,22,1,"tsl"
1,"blast_c_009",2,23,0,"tsl"
1,"blast_c_009",1,24,1,"tsl"
2,"blast_c_009",2,25,1,"tsl"
1,"blast_c_009",1,26,1,"tsl"
2,"blast_c_009",2,27,1,"tsl"
1,"blast_c_009",1,28,1,"tsl"
1,"blast_c_009",1,29,1,"tsl"
2,"blast_c_009",2,30,1,"tsl"
2,"blast_c_009",2,31,1,"tsl"
2,"blast_c_009",2,32,1,"tsl"
2,"blast_c_019",1,1,0,"tsl"
1,"blast_c_019",1,2,1,"tsl"
2,"blast_c_019",2,3,1,"tsl"
1,"blast_c_019",1,4,1,"tsl"
1,"blast_c_019",1,5,1,"tsl"
2,"blast_c_019",1,6,0,"tsl"
1,"blast_c_019",2,7,0,"tsl"
2,"blast_c_019",2,8,1,"tsl"
1,"blast_c_019",2,9,0,"tsl"
2,"blast_c_019",2,10,1,"tsl"
2,"blast_c_019",1,11,0,"tsl"
1,"blast_c_019",1,12,1,"tsl"
2,"blast_c_019",1,13,0,"tsl"
1,"blast_c_019",2,14,0,"tsl"
1,"blast_c_019",2,15,0,"tsl"
1,"blast_c_019",1,16,1,"tsl"
2,"blast_c_019",2,17,1,"tsl"
1,"blast_c_019",2,18,0,"tsl"
2,"blast_c_019",1,19,0,"tsl"
1,"blast_c_019",1,20,1,"tsl"
2,"blast_c_019",2,21,1,"tsl"
1,"blast_c_019",1,22,1,"tsl"
1,"blast_c_019",2,23,0,"tsl"
1,"blast_c_019",1,24,1,"tsl"
2,"blast_c_019",2,25,1,"tsl"
1,"blast_c_019",1,26,1,"tsl"
1,"blast_c_019",2,27,0,"tsl"
2,"blast_c_019",1,28,0,"tsl"
1,"blast_c_019",1,29,1,"tsl"
1,"blast_c_019",2,30,0,"tsl"
2,"blast_c_019",2,31,1,"tsl"
2,"blast_c_019",2,32,1,"tsl"
2,"blast_c_034",1,1,0,"tsl"
2,"blast_c_034",1,2,0,"tsl"
2,"blast_c_034",2,3,1,"tsl"
